Date,SkewAvg_1_10,SkewAvg_1_3,SkewAvg_4_7,SkewAvg_8_10,SkewBKM
1997-01-08,-0.915362884238258,-1.0737576226352936,-1.1054964577211812,-0.5034567145306574,-1.1589731473999998
1997-01-15,-1.324660248475985,-1.4017700965668736,-1.2782197930523442,-1.3094710076166172,-1.2447710734
1997-01-22,-1.2691929575564522,-1.3474821582473164,-1.3450350290553073,-1.089780994867114,-1.2978273697999998
1997-01-29,-1.2482584174772589,-1.2437941127111172,-1.2877794974120202,-1.2000279489970525,-1.30346834675
1997-02-05,-1.3148893783961857,-1.2426179224037996,-1.4227563556879517,-1.24333819799955,-1.2339675529999998
1997-02-12,-1.0670679157474086,-1.191236319205441,-1.265693287209944,-0.6780656836726624,-1.104668584
1997-02-19,-1.2656249481414772,-1.502140549206421,-1.2817224822589874,-1.0076459682531862,-1.33463512325
1997-02-26,-1.2029684363912343,-1.3149803372230626,-1.3222711912560223,-0.9318861957396892,-1.2705849952
1997-03-05,-0.9903078109127816,-0.8653336774658597,-1.1361493845036612,-0.920826512905197,-1.0368782093999998
1997-03-12,-1.0359248382987882,-0.9590031206148716,-1.179701211270012,-0.9211447253544064,-0.967175265
1997-03-19,-0.915646198775797,-0.9055336008404404,-0.9280490530058496,-0.9092216577377504,-0.9454158346
1997-03-26,-0.957114457404056,-0.9974920841388468,-1.0505428470193592,-0.792165644515528,-0.937174991
1997-04-02,-1.3640844680112056,-0.8736718343839307,-1.3183573986320225,-1.915466527477391,-1.11168970675
1997-04-09,-0.8915942679559177,-0.9736563723572658,-0.6840400208143025,-1.086271159743389,-0.998312081
1997-04-16,-1.018193656434622,-0.8017148399680487,-0.9591805527510294,-1.3133566111459856,-0.9898698646
1997-04-23,-0.8008601314549919,-1.1078388374333323,-0.6724748213270784,-0.6650618389805358,-1.1965549716
1997-04-30,-1.259493134157572,-1.3789026284868913,-1.205302505862744,-1.2123378108880234,-1.3313919184
1997-05-07,-1.315992506064608,-1.2552678898045735,-1.433623170373624,-1.2198762365792883,-1.1799916854
1997-05-14,-0.7401945832537089,-0.7932459155604925,-0.8541086953156174,-0.5352577681977142,-0.8384134722000001
1997-05-21,-1.0401379333376286,-0.99820682516657,-1.1290125247900156,-0.9635695862388376,-0.9522430222
1997-05-28,-1.092993981421348,-1.0077643651817223,-1.127626958121155,-1.1320462953945638,-0.848605948
1997-06-04,-1.2005207272101237,-0.9696656594014934,-1.1699118865583842,-1.4721875825544068,-0.8208468026
1997-06-11,-1.3720869435465264,-1.194132085820324,-1.443811635277191,-1.4544088789651757,-0.8219227838000001
1997-06-18,-2.0557701052357125,-1.58326997486888,-2.1118959245306685,-2.453435809875937,-1.2209368909999998
1997-06-25,-1.253099873923455,-0.9063089783033244,-1.3569985942352456,-1.4613591424611987,-0.8933829754
1997-07-02,-0.9768309434924712,-0.9646682365020366,-1.051553942708867,-0.8893629848610456,-0.7942587059999999
1997-07-09,-1.704881686232491,-1.3597584365332454,-1.8617477689731168,-1.8408501589442352,-0.97183420775
1997-07-16,-2.053525690916956,-1.4994240609285945,-2.06067140146587,-2.598099706840098,-1.0831849202
1997-07-23,-1.6282883792997214,-1.3579223882914178,-1.6926078011242789,-1.8128951412086145,-1.0572746556
1997-07-30,-1.187364859230534,-1.175250993831562,-1.3329931300149729,-1.005307696916922,-1.0359237104
1997-08-06,-1.2672922369204167,-1.2144081518471568,-1.3599963728983997,-1.1965708073563672,-1.0695721271999998
1997-08-13,-1.0730911935517036,-0.989268397882267,-1.1753458502596423,-1.0205744469438878,-1.0176352078000002
1997-08-20,-0.9203889114938264,-1.0211530025330255,-0.939619258095924,-0.7939843583184979,-1.083870376
1997-08-27,-1.2322772469912713,-1.195334422476899,-1.217638923753918,-1.2887378358221149,-1.2023031294000002
1997-09-03,-0.9893287563233524,-1.0309587059615972,-0.9033761228280506,-1.0623023180121764,-1.00149428475
1997-09-10,-0.9447436197504112,-1.1206913595409953,-0.9601647888562882,-0.7482343211519898,-0.9854271388
1997-09-17,-0.8851494380759682,-1.1180262550750677,-0.7636701012820674,-0.8142450701354038,-1.1943968154
1997-09-24,-1.250737411068984,-1.4372378484383432,-1.2234369629309303,-1.1006375712170295,-1.4218294146
1997-10-01,-1.3410263277795542,-1.372608835590912,-1.3228759396453318,-1.3336443374804925,-1.3879573375999998
1997-10-08,-1.380484551090685,-1.4463602454462532,-1.3848173257319971,-1.308831823880033,-1.2613211761999998
1997-10-15,-1.0590978315838406,-1.3212223992979435,-0.9862108989145076,-0.8941558407621819,-1.083601608
1997-10-22,-1.2398907963604024,-1.118395814474708,-1.2212680416328685,-1.386216117882809,-1.1671214142
1997-10-29,-1.4301270251629532,-1.2650484162024491,-1.401811349045269,-1.6329598689470362,-1.3949335102
1997-11-05,-1.6996741917970537,-1.8444943873681088,-1.7865894605273565,-1.4389669712522617,-2.1736906966
1997-11-12,-1.7517093808271231,-1.8586962003859169,-1.7268564668627804,-1.6778597798874535,-1.9634269178
1997-11-19,-1.6902865564346186,-1.8121662749662988,-1.8271117857848496,-1.385973198769297,-1.8814094332
1997-11-26,-1.7690498709405056,-1.8503171499912097,-1.7389299367679854,-1.7279425041198286,-1.9505148624
1997-12-03,-1.5558349049444633,-1.845255141551001,-1.5394744648420473,-1.2882285884744795,-1.87947274025
1997-12-10,-1.1981737965484387,-1.683146223292545,-1.324973716891316,-0.5441348093471625,-1.8452532334
1997-12-17,-1.561053897192462,-1.8303838541407145,-1.6806851316756048,-1.1322156276000193,-2.0588339166
1997-12-24,-1.782094181475102,-1.766140840880991,-1.8766465893664344,-1.6719776448807693,-1.8583551568
1997-12-31,-1.4789950328253618,-1.8169326950465667,-1.5329987859072127,-1.0690523664950222,-1.83056894025
1998-01-07,-1.54543871180196,-1.8603737897538368,-1.467519584710218,-1.3343958033057393,-1.968978286
1998-01-14,-1.7806335062498224,-1.7219119287559974,-1.8396851563271093,-1.7606195503072644,-1.8752862186
1998-01-21,-1.4201445216391466,-1.7994424464334815,-1.6278167354533064,-0.7639503117592656,-2.060272769
1998-01-28,-1.3237683307922723,-1.6785576152064583,-1.3808604603991366,-0.8928562069022679,-1.910192289
1998-02-04,-1.2342994597226924,-1.4965768209566956,-1.2301750720458444,-0.977521282057819,-1.6205593402000005
1998-02-11,-1.0134406452393665,-1.375019672905287,-1.0850884752570933,-0.5563311775498108,-1.491057986
1998-02-18,-1.1978727457133158,-1.5359120492588814,-1.2897952987609456,-0.7372700381042442,-1.6448308647499998
1998-02-25,-1.1585148413204338,-1.557820835281258,-1.184102190113022,-0.7250923823028248,-1.6458818274000002
1998-03-04,-1.0667288749644386,-1.5017060281779178,-1.0851985553538313,-0.6071254812317695,-1.5614072234
1998-03-11,-1.105905753302277,-1.3980297637474528,-1.2293222626321527,-0.6492263970839348,-1.5234924812
1998-03-18,-1.1379207868888637,-1.630176822182424,-1.064353441817679,-0.7437545450235493,-1.70155459
1998-03-25,-1.3435270461910125,-1.9277681445860544,-1.096188047949306,-1.0890712787849124,-2.0427389134
1998-04-01,-1.2465930086089596,-1.7248936482411177,-1.3129392435988203,-0.6798307223236544,-1.8461808582
1998-04-08,-1.3062988588621465,-1.661969489626049,-1.39997420942189,-0.8257277606852519,-1.7997453758
1998-04-15,-1.4389102178731985,-1.691997529893441,-1.5669679667022658,-1.0150792407475326,-1.828837512
1998-04-22,-1.5091992365790583,-1.5855059186742502,-1.6364294308406973,-1.2632522954683485,-1.7195048142
1998-04-29,-1.6346320513340349,-1.594055805622312,-1.6640364734511064,-1.636002400889662,-1.7624181717999998
1998-05-06,-1.4007324182407066,-1.5514469203844088,-1.4580691071473668,-1.1735689975547907,-1.6816513716
1998-05-13,-1.965906243863079,-1.9612157355258784,-1.9171944078613072,-2.0355458668693096,-1.8615897064
1998-05-20,-1.9611329366099184,-2.004288257020141,-1.905112665470592,-1.9926713110521308,-2.1697555188
1998-05-27,-1.467444863733255,-1.680452582237015,-1.444202427856109,-1.2854270597323558,-1.900471493
1998-06-03,-1.50045841828809,-1.5282356114859812,-1.5303885140994204,-1.4327744306750922,-1.7385943764
1998-06-10,-1.4819694896808584,-1.602626357933037,-1.5864982008439932,-1.2219410065445,-1.6348440082
1998-06-17,-1.4878729966969693,-1.544721698378256,-1.4717109394751915,-1.4525737046447198,-2.0092072034
1998-06-24,-1.344620198562983,-1.640767044502756,-1.410038501165159,-0.9612489491536428,-2.0272774036000003
1998-07-01,-1.1568828972477914,-1.5404071577312244,-1.081072856070924,-0.8744386916668484,-1.7910937269999998
1998-07-08,-1.311104522462153,-1.5740057484237973,-1.247931894220489,-1.1324334674893943,-1.7259440775
1998-07-15,-1.480324197242203,-1.6001916779345824,-1.534204110745506,-1.2886168318787532,-1.8124544824
1998-07-22,-1.203079376247199,-1.5284837019208832,-1.2501021089630462,-0.8149780736190515,-2.0278994678
1998-07-29,-1.3865368199734025,-1.4391085616701875,-1.309178969697551,-1.4371088786444175,-2.0042883822
1998-08-05,-1.4429020540526794,-1.4987247410324411,-1.2873569669762903,-1.594472816508102,-1.9207161626
1998-08-12,-1.425841304143059,-1.7379377271664662,-1.1280851394952172,-1.5107531006501094,-2.0086807142
1998-08-19,-1.677677914935537,-1.7363175529842187,-1.4654516478891253,-1.9020066329487384,-2.2459073346
1998-08-26,-1.594635883455512,-1.7784547661150103,-1.4819550555880092,-1.5610581046193512,-2.2978688042
1998-09-02,-1.4909611880701878,-1.2147800778724078,-1.2745569408327966,-2.0556812945844904,-1.4451033722000002
1998-09-09,-1.7158201220404663,-1.4109902435252462,-1.8777326891472808,-1.804766577746601,-1.7193702292500002
1998-09-16,-1.9688368459861447,-1.654007356708784,-2.1166699738618524,-2.0865554980958976,-1.916777346
1998-09-23,-1.839812768102368,-1.7319283286845413,-1.8734951047172577,-1.902787425367008,-1.88959615
1998-09-30,-1.7273624888847336,-1.6037185362660342,-1.861698174896188,-1.6718921934881608,-1.8712388148
1998-10-07,-1.7315210848700588,-1.1829503353370376,-1.8505666600036703,-2.121364400891598,-1.3366807666000002
1998-10-14,-1.7721396978322157,-1.2173460344090723,-1.888384884550413,-2.171939778964428,-1.3180003236000002
1998-10-21,-1.829257092452824,-2.053707693113835,-1.9206889577035116,-1.482897338124231,-2.148997614
1998-10-28,-1.840945695348869,-2.0139847786114404,-1.89462933463284,-1.5963284263743365,-2.2712419326
1998-11-04,-1.3636770307161237,-1.925504436735852,-1.397972281781702,-0.7561226232756243,-2.1668203872
1998-11-11,-1.4742960890929406,-1.9495579614443133,-1.560358083222493,-0.8842848912354985,-2.0834020064
1998-11-18,-1.4154837260448765,-1.8866968775548376,-1.4673268197890768,-0.8751464495426475,-2.05712805
1998-11-25,-1.3739566624392878,-1.9881987252462232,-1.2132887316978624,-0.9739385072875868,-2.243304586
1998-12-02,-1.6737017102496683,-1.8053147147989417,-1.6633210094124486,-1.5559296401500209,-2.0814606785
1998-12-09,-1.503548368802451,-1.7320102999012654,-1.5259650294925726,-1.2451975567834732,-1.9276368718
1998-12-16,-1.6565804043826051,-1.8237725514768104,-1.697313705681852,-1.4350771888894052,-1.9572232918
1998-12-23,-1.1719462818267323,-1.7811893667112817,-1.0888012378619056,-0.673563255561953,-2.0250700192
1998-12-30,-1.448105806697227,-1.616773249855291,-1.5166233784094048,-1.1880816012562598,-1.82136644675
1999-01-06,-1.415751978630141,-1.760611306074739,-1.393164574802737,-1.1010091896220815,-1.7587196177500002
1999-01-13,-1.6460365213474244,-1.6773178369795532,-1.6599914130007365,-1.5961486835108798,-1.7542108944
1999-01-20,-1.7087306739673274,-1.668755268227253,-1.839773993283494,-1.573981653952513,-1.76730691175
1999-01-27,-1.5226159188071122,-1.5175361530172882,-1.4786362728736415,-1.5863352125082302,-1.6690532582
1999-02-03,-1.9536539319122663,-1.6892116492905953,-1.907285179513708,-2.2799212177320145,-1.6745099548
1999-02-10,-1.5333248596565696,-1.4774611991235116,-1.469509467185382,-1.6742757101512111,-1.4346038506
1999-02-17,-1.374669544299386,-1.5685948687582465,-1.2467686592530076,-1.3512787332356966,-1.4025880775
1999-02-24,-1.614788582146062,-1.640721377778993,-1.5544951289042384,-1.6692470575022285,-1.5284819152
1999-03-03,-1.5725983903051548,-1.4478026908853865,-1.534958915005247,-1.7475800567914668,-1.4488683958000002
1999-03-10,-1.2479235743877584,-1.527588737896991,-1.2844542813550135,-0.9195508015888526,-1.5105728308000002
1999-03-17,-1.0751452091002631,-1.201515107040866,-0.9528330094363128,-1.1118582440449276,-1.335568905
1999-03-24,-1.095382058936627,-1.3119362009184177,-0.8686510080537495,-1.1811359847986729,-1.278467309
1999-03-31,-1.1201437974095367,-1.204062516622383,-1.010016442371025,-1.1830615515813727,-1.327628545
1999-04-07,-0.9351163503128124,-1.0913315010710138,-0.9722169210782732,-0.7294337718673296,-1.24229479175
1999-04-14,-0.8916872866114224,-1.1535269969546311,-0.9067336260447272,-0.6097857903571412,-1.3430252772
1999-04-21,-1.0112208736824495,-1.3753846022255716,-0.8940846802065447,-0.8032387364405341,-1.4624265656
1999-04-28,-0.9742402068911384,-1.2800273819464365,-1.0049809494271025,-0.6274653751212214,-1.4788807108
1999-05-05,-1.5985637025802997,-1.5509053439601022,-1.5640094839874512,-1.6922943526576284,-1.65280506
1999-05-12,-1.493750473128307,-1.564760105523683,-1.5273955450569578,-1.3778807448280634,-1.5482018474
1999-05-19,-1.3642686417494976,-1.5313139718564557,-1.4597475601307193,-1.0699180871342435,-1.5640986016
1999-05-26,-1.4537630961341863,-1.49317241143515,-1.3821327343629288,-1.5098609298615666,-1.7005390576
1999-06-02,-1.555003388434107,-1.430679657952426,-1.4281608063524882,-1.84845056169128,-1.57428398625
1999-06-09,-1.3535715766809662,-1.38751336692764,-1.3834638777335866,-1.2797733850307986,-1.5965672286
1999-06-16,-1.0339958229570896,-1.4009734803994571,-0.8309391766012677,-0.9377603606558178,-1.6140972892
1999-06-23,-1.3550374880131033,-1.4661039836072425,-1.2779418945086438,-1.346765117091577,-1.6476999955999996
1999-06-30,-1.2543121396768606,-1.35091384434892,-1.1148087863554124,-1.3437149061000655,-1.54783409175
1999-07-07,-1.0229906644765645,-1.375423555633345,-1.0754431354552474,-0.6006211453482071,-1.4494114145
1999-07-14,-1.1684980875809343,-1.496176979714881,-1.265468201166468,-0.7115257106662763,-1.6599744914
1999-07-21,-1.1970270568773644,-1.4429006909616544,-1.029054367292373,-1.1751170089063958,-1.6452013178000002
1999-07-28,-1.4632366006177513,-1.556047221846603,-1.13954871842308,-1.8020098223151275,-1.6640040370000002
1999-08-04,-1.3090083792949156,-1.5037804331608546,-1.0568870405520012,-1.4503981104195287,-1.610225203
1999-08-11,-1.210747784658607,-1.4379646283287475,-0.9763545274928036,-1.2960552838762052,-1.573561488
1999-08-18,-1.3076350764670954,-1.5950584243607924,-1.1196621521227257,-1.2708422943658912,-1.7436824672
1999-08-25,-1.3497808866214291,-1.4521731733651058,-1.3640403066616442,-1.2283760398241323,-1.8161437314
1999-09-01,-1.3654082263389398,-1.470462727486234,-1.291657051144628,-1.3586886254507284,-1.6503211012
1999-09-08,-1.318551777919441,-1.5257534178447902,-1.3438953493276002,-1.0775587094498782,-1.7931345395
1999-09-15,-1.437697460475192,-1.5706358825346618,-1.4464855108155552,-1.293041637961904,-1.7708192992
1999-09-22,-1.4357406154767776,-1.4059760946527078,-1.398760734865126,-1.5148116437830488,-1.8491076328
1999-09-29,-1.4628331775547896,-1.4623272552073654,-1.3414630000384082,-1.6251660032573891,-1.5732430506
1999-10-06,-1.2283737779850736,-1.4041588464306556,-1.1452029269735358,-1.1634831775548755,-1.4272020356
1999-10-13,-1.487062062314046,-1.412108010339336,-1.535582732692493,-1.4973218871174945,-1.5776710568
1999-10-20,-1.545489585078909,-1.8283083116850225,-1.321312072722646,-1.561574208281146,-1.8744937758
1999-10-27,-1.639525139537844,-1.53959599435365,-1.62642217771754,-1.7569249004824428,-1.9216229296000005
1999-11-03,-1.443265207619167,-1.7070253144518248,-1.4108225884401184,-1.2227619263585734,-1.9878371612000003
1999-11-10,-1.1998679303485484,-1.5792157122696957,-1.2870410428637755,-0.7042893317404312,-1.7925520008
1999-11-17,-1.045612961549493,-1.6842351313781747,-0.9474551759874098,-0.5378678391369214,-1.831846429
1999-11-24,-1.127292213868217,-1.6850351689648808,-1.0279143352866724,-0.7020530968802805,-1.761960311
1999-12-01,-1.38323499949179,-1.6002622650217035,-1.485149082557197,-1.030322289874668,-1.718154539
1999-12-08,-1.0189865672185867,-1.4026550949090268,-1.052808470719716,-0.5902221681933082,-1.5134718264
1999-12-15,-1.2004573121116813,-1.3685093117338902,-1.2401409915938104,-0.979493739846634,-1.6309908854
1999-12-22,-1.0895576533222808,-1.3687732150182117,-1.1798125507464126,-0.6900022283941742,-1.6638232778000002
1999-12-29,-0.9495812692556216,-1.3317226709515086,-0.9101702689220934,-0.6199878680044391,-1.7800984789999998
2000-01-05,-1.3731813770162296,-1.3902886420772829,-1.348449200520287,-1.389050347283099,-1.7385401368
2000-01-12,-1.1406130809216903,-1.2956530775330033,-1.136187118977047,-0.9914743669032348,-1.5081634492
2000-01-19,-1.0443300544278102,-1.3565326238924982,-1.1006052636218386,-0.6570938727044182,-1.5855103510000002
2000-01-26,-1.2539493171882596,-1.424525466499173,-1.090185752187148,-1.3017245878788284,-1.6005950002000002
2000-02-02,-1.2778175196665629,-1.2937268379614135,-1.0116977032111945,-1.616734623312204,-1.5088413654
2000-02-09,-1.3966461835169128,-1.5129188659752109,-1.235124806233312,-1.495735337436749,-1.5913249125999998
2000-02-16,-1.2527556416734438,-1.6309375363731444,-1.0344929813277617,-1.165590627434652,-1.4393217646
2000-02-23,-1.2262581193449622,-1.057645235514386,-1.03469753807776,-1.6502851115318076,-1.377187933
2000-03-01,-0.9107631734677062,-0.9269587264871644,-0.7672981166247532,-1.0858543629055188,-1.074949912
2000-03-08,-1.1128313529869664,-0.9798378830264788,-1.0751004202039631,-1.296132733324792,-1.150685996
2000-03-15,-1.0058900074840025,-1.1234373878717263,-1.004150330234156,-0.8906621967627405,-1.2709374312
2000-03-22,-0.8577632422849515,-1.283309717344339,-0.8910156495202759,-0.3878802242451316,-1.3856842368
2000-03-29,-0.957797553286864,-1.4497753209444275,-0.8249501764104202,-0.6429496214645574,-1.2753256493999998
2000-04-05,-0.7311639976185281,-1.1212396895741368,-0.5782751209488627,-0.5449401412224733,-1.1818523394
2000-04-12,-1.1224265871297168,-1.296355651748016,-1.120348902115688,-0.9512677691967886,-1.3137750564
2000-04-19,-1.07896197595419,-1.1843257618422651,-1.0648219143663562,-0.9924516055165592,-1.242024207
2000-04-26,-1.057413077918364,-1.4091661249412573,-1.036359671250786,-0.7337312397855744,-1.57915637625
2000-05-03,-1.4415774631636264,-1.4203765011782508,-1.4290312209927063,-1.4795067480435626,-1.6120115966
2000-05-10,-1.2239369476335435,-1.4050198726550205,-1.0337022478483022,-1.2965002889923878,-1.399147352
2000-05-17,-1.1251068273646694,-1.3406991392308578,-0.9586498144402952,-1.1314571993976468,-1.3320071973999998
2000-05-24,-0.976145401166536,-1.2865694069583558,-0.7472330167543413,-0.9709379079243088,-1.204806347
2000-05-31,-0.7612206866833245,-1.0569961574671944,-0.6459261210567409,-0.6191713034015666,-1.042915605
2000-06-07,-0.9884895988972158,-1.0247416708464665,-1.0008011614183054,-0.9358221102531786,-1.0808948164
2000-06-14,-0.663535730586861,-0.9066398085508413,-0.558154670385799,-0.5609397328909631,-1.0542305498
2000-06-21,-0.9522458965595912,-1.1125603561302098,-0.770915217870847,-1.0337056752406313,-1.317724784
2000-06-28,-0.6033055267062831,-0.8102960711521117,-0.4187736428752546,-0.6423574940351591,-1.0609259324
2000-07-05,-0.7721670813875261,-0.8842802578397166,-0.6815763761420031,-0.7808415119293668,-1.04637846725
2000-07-12,-0.8929511857343723,-0.8268963605345563,-0.851096456547835,-1.0148123165162375,-1.0017783560000002
2000-07-19,-0.6657318674859849,-0.8828927205403614,-0.6006602900636568,-0.535333117661379,-0.9585268588000002
2000-07-26,-0.5941900561291329,-0.9169643659591182,-0.4602304953809904,-0.4500284939633376,-1.0082334768
2000-08-02,-0.5660669735572218,-0.775736048730304,-0.3778471498046127,-0.6073576633876182,-0.9039903402
2000-08-09,-0.7332872889451637,-0.7446509272532378,-0.6436946074109123,-0.8413805593494246,-0.9008980666000002
2000-08-16,-0.3137742824407772,-0.6282885912573261,-0.1486869541325128,-0.2193764113685809,-0.7650160278
2000-08-23,-0.5642915281321493,-0.8780457633852489,-0.4613100600380674,-0.3878459170044924,-0.9034473302
2000-08-30,-0.7399813463769556,-0.9451837803806236,-0.7715311507914963,-0.4927125064872331,-1.0414990794
2000-09-06,-0.9548594239241588,-1.1631374285171276,-0.9732730763527478,-0.7220298827597381,-1.2528789195
2000-09-13,-0.8982733950416935,-1.1795491373497136,-0.9211535210795126,-0.5864908180165812,-1.346799449
2000-09-20,-1.070686402650193,-1.185292610832672,-0.8619713375381884,-1.2343669479503858,-1.483728647
2000-09-27,-0.93593808050226,-1.2719622849530086,-0.6503547224488109,-0.9806916867894436,-1.390858459
2000-10-04,-1.078779582965406,-1.378808425364793,-0.9440989392330514,-0.9583249322091578,-1.4125515642000002
2000-10-11,-1.263958627404293,-1.2636244725929675,-1.1816292569569022,-1.374065276145474,-1.3937198084
2000-10-18,-1.188370943135307,-1.0424447014693352,-1.2480957779318511,-1.2546640717392186,-1.2356943548
2000-10-25,-1.0196917093238502,-1.3967431465434583,-0.9222830188062794,-0.7725185261276701,-1.5494777750000002
2000-11-01,-1.0330637801582072,-1.4556051699082362,-0.8779963679715743,-0.8172789399903548,-1.3322968076
2000-11-08,-1.1603571202027134,-1.26271349343149,-1.0338228904985958,-1.2267130532460937,-1.4023904706
2000-11-15,-1.022623984804033,-1.1696989664106674,-0.9316157423315422,-0.9968933264940536,-1.2374189524
2000-11-22,-0.9994815911669266,-1.1407663603684612,-0.7932393495662758,-1.133186477432926,-1.278417284
2000-11-29,-1.164255386473302,-1.058195738361824,-0.9724143688154951,-1.5261030581285224,-1.201688433
