SPY_1d_returns,SPY_2d_returns,SPY_3d_returns,SPY_4d_returns,SPY_5d_returns,SPY_10d_returns,SPY_15d_returns,SPY_22d_returns,VIX_slope,yc_slopes_1m_10y,yc_slopes_3m_10y
-0.011538745,-0.001602035,-0.004161229,-0.008044624,-0.002979704,0.006547855,0.016072763,0.022763581,0.021406706,0.000541791,0.00054965
0.01041651,-0.001242428,0.008797788,0.006211935,0.00228809,0.012548895,0.027613066,0.035577026,0.023914037,0.000550809,0.000560962
0.000549171,0.010971401,-0.00069394,0.00935179,0.006764517,0.011580024,0.027018236,0.031129191,0.02473397,0.000536004,0.000545883
-0.001805399,-0.00125722,0.009146194,-0.002498086,0.007529507,0.009747039,0.024962149,0.032492184,0.024622868,0.000536599,0.000544291
0.005657941,0.003842327,0.004393607,0.014855884,0.00314572,0.009960407,0.024977457,0.04171158,0.025110367,0.000537741,0.000545581
-0.000606118,0.005048394,0.00323388,0.003784827,0.014240762,0.011218624,0.020881863,0.038322534,0.025028267,0.000533723,0.000541924
0.001595272,0.000988188,0.00665172,0.004834311,0.005386137,0.00768655,0.018002622,0.032137366,0.026180322,0.000541545,0.00055239
0.000592263,0.00218848,0.001581036,0.007247922,0.005429437,0.012230682,0.017072334,0.032797735,0.02403089,0.0005523,0.0005634
0.000690672,0.001283344,0.002880663,0.0022728,0.0079436,0.015532918,0.017768066,0.034473814,0.025504805,0.000530684,0.000542267
-0.001045081,-0.000355131,0.000236921,0.001832571,0.001225343,0.004374918,0.011197955,0.032227661,0.026792294,0.00053464,0.000545098
0.007336475,0.006283727,0.006978738,0.007575134,0.009182491,0.023554018,0.02050413,0.039595782,0.025527978,0.000540995,0.000550889
-0.012404138,-0.005158665,-0.006198355,-0.005511965,-0.004922966,0.000436655,0.002725744,0.020939411,0.019174431,0.00053342,0.000546487
-0.006303057,-0.018629011,-0.011429207,-0.012462344,-0.01178028,-0.006414802,0.000306322,0.011063449,0.019027582,0.000524651,0.000537844
0.008772468,0.002414118,-0.010019965,-0.002757001,-0.003799201,0.004114219,0.011674704,0.015436509,0.021035048,0.000517352,0.000529101
-0.018309581,-0.009697733,-0.015939665,-0.028146085,-0.021016102,-0.019816511,-0.016733128,-0.004656165,0.007311662,0.000490542,0.000500596
0.006109463,-0.012311979,-0.003647517,-0.009927584,-0.022208579,-0.013230018,0.000822339,0.001418228,0.012016344,0.000486444,0.000497604
0.012725994,0.018913207,0.000257333,0.009032059,0.002672072,-0.002264049,0.003109893,0.008669578,0.017921225,0.00049819,0.000510487
-0.00086408,0.011850918,0.018032785,-0.000606969,0.008160175,-0.003716234,0.001693026,0.009665506,0.015547001,0.00049588,0.000504736
0.002323855,0.001457768,0.014202313,0.020398545,0.001715476,-0.002090243,0.005836753,0.006870746,0.015461798,0.000487241,0.000496365
0.004610723,0.006945293,0.006075212,0.01887852,0.025103321,0.003559644,0.004789349,0.015473109,0.020282165,0.000494146,0.000503658
0.009566017,0.014220846,0.016577749,0.015699344,0.028625128,0.005780826,0.0150164,0.027821758,0.020559868,0.000501683,0.000513801
0.001084513,0.010660904,0.015320782,0.01768024,0.016800883,0.019517848,0.014498796,0.018695795,0.019827881,0.000515969,0.000527792
0.001816492,0.002902974,0.012496761,0.017165103,0.019528848,0.027848381,0.01574004,0.032459534,0.021924292,0.000532907,0.000546034
0.004481139,0.006305771,0.007397122,0.0170339,0.021723162,0.023475903,0.019587512,0.026394679,0.023023415,0.00055479,0.000566965
0.003249086,0.007744785,0.009575344,0.010670242,0.02033833,0.04595221,0.023970372,0.029164336,0.026792554,0.0005559,0.000567841
-0.002403253,0.000838024,0.005322918,0.007149079,0.008241345,0.037102383,0.014069813,0.028547933,0.025363441,0.000543086,0.000555764
0.001314052,-0.001092359,0.002153178,0.006643965,0.008472526,0.025415755,0.02815574,0.024105173,0.027206912,0.000548299,0.000560267
0.00560299,0.006924405,0.00450451,0.007768232,0.012284181,0.032052925,0.040474657,0.030467808,0.028561441,0.00054675,0.000557638
-0.001618462,0.003975459,0.005294736,0.002878758,0.006137197,0.027993678,0.029757176,0.027161433,0.028501716,0.000537397,0.000548461
-0.005510332,-0.007119876,-0.001556779,-0.000244772,-0.002647437,0.017637048,0.043183117,0.020896793,0.023433111,0.00052265,0.000533574
-0.002422531,-0.007919514,-0.009525159,-0.003975538,-0.00266671,0.005552658,0.034336732,0.017720728,0.020571595,0.000510465,0.000522333
0.006697492,0.004258737,-0.001275063,-0.002891461,0.002695328,0.01119069,0.028179586,0.025608749,0.026002683,0.000522843,0.000534672
-0.008282434,-0.001640413,-0.00405897,-0.009546936,-0.011149947,0.000997267,0.02054559,0.009706526,0.022260485,0.00051902,0.000530734
0.007174256,-0.001167598,0.005522075,0.003086167,-0.002441171,0.003681043,0.025484169,0.029723248,0.023905666,0.000514719,0.000525375
-0.003340039,0.003810255,-0.004503737,0.002163591,-0.000264181,-0.002910919,0.017368208,0.03279369,0.021059794,0.000514428,0.000524418
0.007785111,0.004419069,0.011625029,0.003246312,0.009965547,0.007272261,0.01557354,0.031782822,0.023169611,0.000509609,0.000521366
-0.00058835,0.007192181,0.003828119,0.01102984,0.002656052,0.005358539,0.013876465,0.050408308,0.022383583,0.000492388,0.000501422
0.004056669,0.003465932,0.011278026,0.007900318,0.015131253,0.003812594,0.01614361,0.048265129,0.024001746,0.00049931,0.000507224
-0.00447358,-0.000435059,-0.001023153,0.006753993,0.003391395,0.000941945,0.007084922,0.030461978,0.02268272,0.000493834,0.000503557
0.005172264,0.000675545,0.004734955,0.004143819,0.011961191,0.01169385,0.009015454,0.03668758,0.024576097,0.000502149,0.000511938
-0.010546129,-0.005428412,-0.009877708,-0.00586111,-0.006446011,0.003455297,0.000779373,0.023376361,0.020783351,0.000486083,0.000496567
0.004048452,-0.006540373,-0.001401937,-0.005869246,-0.001836386,0.000814789,0.003512312,0.022803586,0.021877915,0.00046792,0.000479081
-0.004294896,-0.000263831,-0.010807178,-0.005690811,-0.010138933,0.004838905,-0.006364995,0.008760928,0.022317895,0.000453608,0.000461918
0.006302738,0.001980773,0.006037244,-0.004572555,0.000576059,0.003969408,0.001518546,0.014019167,0.023733309,0.000466102,0.000474639
0.003544332,0.009869409,0.005532125,0.009602974,-0.001044429,0.010904269,0.010637207,0.015768054,0.0240679,0.000470506,0.000480491
0.012189133,0.015776667,0.022178841,0.01778869,0.021909158,0.015321921,0.025440158,0.023562659,0.025436574,0.000488398,0.000499559
0.003552251,0.015784682,0.01938496,0.025809877,0.02140413,0.019528438,0.022236359,0.023871962,0.025706261,0.000484383,0.000494522
-0.002836767,0.000705407,0.012903138,0.016493203,0.022899893,0.01252878,0.027849609,0.023427031,0.026176272,0.000466184,0.000475989
-0.022966291,-0.025737908,-0.022277085,-0.01035949,-0.006851876,-0.006279764,-0.002909666,-0.001389519,0.012175812,0.000458002,0.000466501
0.014307223,-0.008987652,-0.011798922,-0.008288584,0.003799517,0.00275112,0.014745217,0.007254189,0.021300932,0.000464944,0.000474841
-0.014327681,-0.000225447,-0.02318656,-0.025957552,-0.022497509,-0.001081252,-0.007520294,-0.005567977,0.011795355,0.000459671,0.000468133
-0.006701004,-0.020932675,-0.00692494,-0.029732191,-0.032484614,-0.011775789,-0.01359055,-0.006758579,0.009315119,0.000460985,0.000467982
0.008847903,0.002087609,-0.012269983,0.001861691,-0.021147356,0.001268265,-0.008883527,0.004462866,0.01902007,0.000463631,0.000471598
0.00466163,0.013550778,0.006758971,-0.007665551,0.006532,-0.000364632,0.000211216,0.002431523,0.018536052,0.000459581,0.000467529
0.010419219,0.015129419,0.024111185,0.017248612,0.002673799,0.006483475,0.005432274,0.021335217,0.020329252,0.000465402,0.000473723
6.34E-06,0.010425625,0.015135855,0.024117679,0.017255062,-0.005630643,0.016155153,0.01406652,0.019532434,0.000459559,0.000468385
0.004034732,0.004041098,0.014502422,0.019231657,0.028249719,-0.005152577,0.016141267,0.021570091,0.019447906,0.000467258,0.000475819
-0.001842113,0.002185187,0.002191541,0.012633594,0.017354117,-0.004160233,0.018644392,0.011811181,0.019025598,0.000452283,0.0004608
0.007186012,0.005330661,0.009386901,0.009393301,0.01991039,0.026572445,0.019538498,0.019681997,0.018653866,0.000454634,0.000462824
0.0024849,0.009688768,0.007828807,0.011895126,0.011901542,0.014607163,0.018462181,0.018085768,0.018998577,0.000454888,0.000462733
-0.009307884,-0.006846113,0.000290702,-0.001551946,0.002476524,0.019774319,-0.003168063,0.013141916,0.01697689,0.000441983,0.000450052
0.009407983,1.25E-05,0.002497462,0.009701421,0.007841437,0.036312674,0.002648456,0.017411219,0.019211412,0.000443718,0.00045113
0.010534667,0.02004176,0.01054733,0.013058439,0.020338289,0.038045359,0.016093444,0.039087659,0.020474038,0.000481026,0.000488721
0.001907779,0.012462543,0.021987774,0.012475231,0.01499113,0.0352,0.041961926,0.036872281,0.020575225,0.000489322,0.000496578
0.00523027,0.007148026,0.017757995,0.027333046,0.017770749,0.029883791,0.032637493,0.046791261,0.019658431,0.000496455,0.000504001
0.004139081,0.009390999,0.011316694,0.021970578,0.03158526,0.034140006,0.051984156,0.04454055,0.019862339,0.000492801,0.000500002
-0.003687104,0.000436716,0.00566927,0.007587864,0.018202467,0.026186637,0.055176121,0.0370137,0.019191916,0.00049191,0.000500002
0.004321655,0.000618617,0.004760259,0.010015426,0.011942311,0.032523487,0.05044202,0.028953268,0.021724338,0.000520087,0.000527914
4.29E-05,0.00436473,0.000661533,0.004803353,0.010058745,0.025200667,0.045612813,0.025355081,0.022647705,0.000525118,0.000532588
0.010142153,0.010185478,0.014551151,0.010810396,0.014994222,0.03303143,0.045326097,0.038700942,0.022202164,0.00053716,0.000543668
0.005114136,0.015308158,0.015351704,0.019739704,0.015979818,0.048069805,0.050665375,0.068553715,0.022493478,0.000532584,0.000539256
-0.005009741,7.88E-05,0.010221727,0.010265055,0.014631072,0.03309986,0.041200848,0.048203654,0.022372415,0.000512561,0.00051904
0.010300097,0.005238755,0.010379683,0.020627108,0.020670883,0.032860052,0.053866658,0.074393825,0.024434698,0.000535297,0.000542318
-0.000707618,0.00958519,0.00452743,0.00966472,0.019904894,0.030163857,0.045607178,0.080876522,0.024297559,0.000539159,0.000545924
0.001722386,0.001013549,0.011324085,0.006257614,0.011403752,0.026568965,0.044811865,0.073242266,0.024446417,0.000528885,0.000538349
-0.008273657,-0.006565521,-0.007268494,0.002956737,-0.002067817,0.013878958,0.045902589,0.059423985,0.02131433,0.00056098,0.000571438
-0.002923832,-0.011173299,-0.009470157,-0.010171074,2.43E-05,0.014655686,0.033124923,0.045433803,0.021110437,0.0005584,0.000567268
-0.000551365,-0.003473586,-0.011718504,-0.010016301,-0.010716832,0.009732525,0.021791065,0.044850762,0.021230584,0.000556536,0.000565919
0.006340982,0.00578612,0.00284537,-0.005451829,-0.003738833,0.01609164,0.026312247,0.047250765,0.020525731,0.000601411,0.000608657
-0.007047982,-0.000751692,-0.001302643,-0.004222667,-0.012461387,-0.001199741,0.013776492,0.041788853,0.018719077,0.00059338,0.00060198
0.003670344,-0.003403506,0.002915894,0.002362921,-0.000567821,-0.002634463,0.013303256,0.038152402,0.019234688,0.00059655,0.000603924
-0.014307242,-0.01068941,-0.017662053,-0.011433066,-0.011978128,-0.011954159,0.002502011,0.020762812,0.016089756,0.000607408,0.000615427
0.005935989,-0.008456181,-0.004816873,-0.011830906,-0.005564944,-0.016222137,0.004113419,0.036469384,0.017120059,0.000596894,0.000604438
-0.005510807,0.000392469,-0.013920388,-0.010301136,-0.017276516,-0.020950755,-0.001462883,0.021150633,0.017313114,0.000600518,0.000610038
-0.013779733,-0.019214603,-0.013392672,-0.027508301,-0.023938922,-0.036101997,-0.025109943,-0.003419197,0.013833135,0.000588701,0.000597075
0.008490294,-0.005406433,-0.010887446,-0.005016085,-0.019251561,-0.01980845,-0.021835306,0.003128321,0.016230253,0.000581055,0.000589198
0.012831541,0.021430779,0.007355736,0.001804392,0.007751092,-0.00431988,-0.004295726,0.010713698,0.019527525,0.000614671,0.000623123
-0.000346813,0.012480278,0.021076533,0.007006371,0.001456953,-0.004116099,-0.014788819,0.006198432,0.018686827,0.000627373,0.000635452
-0.010153367,-0.010496659,0.002200193,0.010709168,-0.003218134,-0.020439052,-0.024101467,-0.00033199,0.015065339,0.000620201,0.000628361
-0.008369555,-0.018437943,-0.018778362,-0.006187776,0.002249982,-0.021742802,-0.033933244,-0.012964395,0.011689691,0.000635585,0.000643339
0.014784291,0.006290998,-0.003926245,-0.004271696,0.008505032,-0.010910263,-0.011471889,0.001585269,0.016700088,0.000618358,0.000626155
-0.005885016,0.008812269,0.000368959,-0.009788155,-0.010131573,-0.002459012,-0.014407686,-0.014306135,0.015835581,0.000599487,0.000608497
0.007567365,0.001637814,0.016446319,0.007939116,-0.002294861,-0.000841251,-0.006401514,-0.011900306,0.017390672,0.000614346,0.000625146
0.007791158,0.015417481,0.009441733,0.024365613,0.015792129,0.012523173,-0.0049697,0.000811943,0.018386845,0.000618832,0.000628953
-0.013851475,-0.006168236,0.001352452,-0.004540524,0.010176639,0.012449518,-0.011787432,-0.02311281,0.017917645,0.000670333,0.000679298
-0.025010351,-0.038515396,-0.031024317,-0.023691725,-0.029437315,-0.021182648,-0.040026409,-0.04687065,0.008019026,0.000696689,0.000704147
0.002669777,-0.022407346,-0.035948446,-0.028437368,-0.021085199,-0.031003146,-0.023492363,-0.045969217,0.012207129,0.000734937,0.000740662
-0.012145016,-0.009507663,-0.034280225,-0.047656867,-0.040237012,-0.042439534,-0.041044413,-0.049693425,0.009238386,0.000750372,0.000753183
0.009497272,-0.002763088,-0.000100688,-0.025108521,-0.038612206,-0.023429846,-0.02657258,-0.037854954,0.014779376,0.000754977,0.000759388
0.009590487,0.019178842,0.006800899,0.009488833,-0.015758837,-0.005742571,-0.003505509,-0.028091638,0.017531928,0.000740988,0.000745607
0.006199831,0.015849777,0.025497579,0.013042894,0.015747493,-0.014153386,-0.005768728,-0.028227959,0.0190882,0.000720002,0.00072531
-0.004289562,0.001883674,0.011492226,0.021098643,0.008697384,-0.012571202,-0.022575409,-0.025528378,0.0189269,0.00073524,0.000741507
0.005403748,0.001091005,0.0072976,0.016958075,0.026616402,-0.014691574,-0.016952719,-0.023845402,0.02056152,0.00072949,0.000735393
-0.000544908,0.004855895,0.000545503,0.006748716,0.016403926,-0.022841672,-0.007410262,-0.010216242,0.020850828,0.000725424,0.000732815
0.000824047,0.00027869,0.005683944,0.001369999,0.007578324,-0.008299939,0.001792234,-0.015246101,0.021927381,0.000737218,0.00074462
0.010201732,0.011034186,0.010483265,0.015943662,0.011585708,0.027515647,-0.002731654,0.000312625,0.025452603,0.000809305,0.00081657
0.005251546,0.015506854,0.016343679,0.015789865,0.021278937,0.030161392,0.008440234,0.019615847,0.025237259,0.000783322,0.000790632
0.007229671,0.012519184,0.022848634,0.023691509,0.023133691,0.050365829,0.008102247,0.018341316,0.025535104,0.000777846,0.000786966
0.000181593,0.007412576,0.01270305,0.023034375,0.023877404,0.040673013,0.000490332,0.005622552,0.025225965,0.000794996,0.000803435
0.01355425,0.013738304,0.021067298,0.02642948,0.036900839,0.04475881,0.028294626,0.019606625,0.02548507,0.000757822,0.000766749
0.003086483,0.016682568,0.01686719,0.024218805,0.029597538,0.041526154,0.05792758,0.033244535,0.025852444,0.000761925,0.000770376
0.00137488,0.004465606,0.018080385,0.01826526,0.025626983,0.047451235,0.05656132,0.043397898,0.026185715,0.000751033,0.000759839
-0.003708761,-0.00233898,0.000740284,0.014304568,0.014488758,0.037957628,0.065584325,0.024383403,0.026230986,0.000745547,0.000754903
0.002774047,-0.000945002,0.000428578,0.003516384,0.017118296,0.041404441,0.058487562,0.033306114,0.025689361,0.000732343,0.00074201
0.005032965,0.007820973,0.004083207,0.0054637,0.008567047,0.045784017,0.053709308,0.030706972,0.025770593,0.000747072,0.000756373
0.00161005,0.006651119,0.009443616,0.005699831,0.007082547,0.036889711,0.048902813,0.024385314,0.029558346,0.000728074,0.000737064
0.002033026,0.00364635,0.008697667,0.011495841,0.007744445,0.033569895,0.055563164,0.040885718,0.03013873,0.000728373,0.000737275
-0.001851937,0.000177324,0.00178766,0.006829623,0.009622615,0.024250793,0.047945495,0.065609328,0.026784844,0.000736011,0.000745898
-0.003811222,-0.0056561,-0.003634573,-0.002030375,0.002992371,0.020161892,0.04452071,0.058721504,0.025312229,0.000762377,0.000772017
0.002556472,-0.001264493,-0.003114088,-0.001087393,0.000520907,0.009092417,0.046328774,0.074477644,0.025993163,0.00076377,0.000774595
0.000828294,0.003386884,-0.000437246,-0.002288373,-0.000259999,0.006820707,0.036620121,0.065250652,0.026581054,0.000754286,0.000765146
-0.003736038,-0.002910838,-0.000361807,-0.00417165,-0.006015861,0.001681995,0.027352082,0.051189417,0.024572723,0.000762876,0.00077258
0.000373817,-0.003363617,-0.002538109,1.19E-05,-0.003799393,0.005786663,0.020359262,0.045102909,0.024542179,0.000767267,0.000778543
-0.00013641,0.000237356,-0.003499568,-0.002674172,-0.000124536,0.002867462,0.020034845,0.04946208,0.024146829,0.000758738,0.00076992
0.01254057,0.01240245,0.012780903,0.008997116,0.009832862,0.010358891,0.019014683,0.056911649,0.024787146,0.000805831,0.000815792
0.001640458,0.014201601,0.014063254,0.014442328,0.010652333,0.010389565,0.017545697,0.059222647,0.02683932,0.00076674,0.0007782
-0.001479835,0.000158196,0.01270075,0.012562608,0.012941121,0.006847408,0.014644883,0.056784333,0.026666465,0.000775353,0.000786792
-0.005723034,-0.007194399,-0.005565743,0.006905029,0.006767678,0.002942572,0.012593503,0.040125241,0.025566258,0.000774356,0.000787678
-0.003805865,-0.009507118,-0.010972883,-0.009350426,0.003072885,0.002947966,0.005949158,0.030753614,0.024393032,0.00075708,0.000769558
0.00388545,6.48E-05,-0.005658607,-0.007130068,-0.005501307,0.004277462,0.004800597,0.027331289,0.025064523,0.000749524,0.000762286
-0.00356996,0.000301619,-0.003505394,-0.009208367,-0.010674574,-0.00013595,-0.000395914,0.023477901,0.023876453,0.000747526,0.00076003
-0.001152921,-0.004718765,-0.00085165,-0.004654273,-0.010350671,0.002456501,-0.003574138,0.008626733,0.025443565,0.000757775,0.00076984
0.002776056,0.001619935,-0.001955809,0.001922042,-0.001891138,0.004863741,0.001045869,0.008314591,0.027550267,0.000793389,0.000806022
-0.005176618,-0.002414933,-0.003565069,-0.007122302,-0.003264526,-0.000201672,-0.000326184,0.001717691,0.026572822,0.000793466,0.000806737
-0.014281602,-0.019384289,-0.016662045,-0.017795756,-0.021302186,-0.026686302,-0.017115843,-0.008912737,0.023367103,0.000813318,0.000824999
-0.003304595,-0.017539002,-0.022624827,-0.019911579,-0.021041543,-0.031491508,-0.021174633,-0.014920536,0.023019075,0.000837392,0.000849284
-0.005900302,-0.009185399,-0.023335819,-0.028391636,-0.025694397,-0.035779113,-0.023301014,-0.025636738,0.02178465,0.000851792,0.000861644
0.003821195,-0.002101653,-0.005399303,-0.019603794,-0.024678931,-0.026523397,-0.019935221,-0.023485743,0.02118789,0.000832118,0.000842576
-0.005779603,-0.001980493,-0.007869109,-0.0111477,-0.025270095,-0.028452126,-0.025466671,-0.031099408,0.017361442,0.000853483,0.00086242
0.008619376,0.002789957,0.006621813,0.00068244,-0.00262441,-0.02387069,-0.029240677,-0.020934923,0.019177259,0.000868014,0.000875053
0.003947011,0.012600408,0.00674798,0.01059496,0.004632145,-0.016506866,-0.027005237,-0.013310048,0.021359791,0.000842251,0.000849992
-0.004039658,-0.000108592,0.008509849,0.002681062,0.006512502,-0.019349229,-0.029499623,-0.019801787,0.019382517,0.000827366,0.000835577
-0.015874195,-0.019849726,-0.015981063,-0.007499433,-0.013235692,-0.03758798,-0.039408034,-0.036159988,0.014447765,0.000802589,0.000811755
0.002747646,-0.013170166,-0.017156621,-0.013277327,-0.004772393,-0.02992189,-0.033088734,-0.02988732,0.015229766,0.000824522,0.000833623
0.001963402,0.004716442,-0.011232623,-0.015226905,-0.011339995,-0.013934644,-0.034939991,-0.02834582,0.015507628,0.000818357,0.000826915
-0.003174318,-0.001217149,0.001527152,-0.014371285,-0.018352888,-0.013805756,-0.034556805,-0.031298019,0.015350509,0.000830989,0.000839164
0.004164222,0.000976685,0.002942004,0.005697733,-0.010266909,-0.003821269,-0.029417481,-0.039311708,0.015739364,0.000854894,0.00086351
0.008116953,0.012314975,0.009101566,0.011082837,0.013860934,0.000441783,-0.02424805,-0.033100006,0.016661801,0.000870665,0.00087729
0.001209863,0.009336636,0.013539738,0.01032244,0.012306109,0.007474986,-0.017984003,-0.030495483,0.017339647,0.000896138,0.000901396
5.44E-05,0.00126436,0.009391576,0.013594906,0.010377433,-0.001080242,-0.003701817,-0.024861964,0.017208031,0.000882017,0.000888723
0.009992881,0.010047856,0.011269875,0.019478305,0.023723639,0.004935354,0.00959036,-0.011354876,0.017623889,0.000869448,0.0008773
0.007345789,0.017412076,0.017467455,0.018698451,0.026967178,0.0164234,0.02304286,-0.007947069,0.019858972,0.000889438,0.00089509
0.003052284,0.010420494,0.020517506,0.020573054,0.021807807,0.035971018,0.022259224,-0.001353915,0.021576215,0.000875156,0.000881732
-0.003380415,-0.00033845,0.007004853,0.017067733,0.017123093,0.02963992,0.024726074,-0.003580962,0.020838416,0.000876491,0.00088412
0.00271468,-0.000674913,0.002375311,0.009738549,0.019828746,0.03041195,0.018727084,-0.003641949,0.021000783,0.00086993,0.000877341
0.005693153,0.008423288,0.005014399,0.008081987,0.015487145,0.039578196,0.020498934,0.007244591,0.020178919,0.000856945,0.000865323
0.004217739,0.009934905,0.012676555,0.009253287,0.012333814,0.039633601,0.028959777,0.026147922,0.019888539,0.000852717,0.000862058
0.012177673,0.016446775,0.022233562,0.025008599,0.021543644,0.043821271,0.058289609,0.042087694,0.021318309,0.000790207,0.000800795
-0.001842954,0.010312276,0.01457351,0.020349633,0.023119555,0.040638526,0.053444737,0.046340901,0.022463762,0.000817715,0.000828203
-0.007216886,-0.00904654,0.003020967,0.007251448,0.012985885,0.033072125,0.043792761,0.03483527,0.024541142,0.000813223,0.00082376
-0.004719586,-0.011902412,-0.01372343,-0.001712877,0.002497638,0.018023464,0.042174686,0.03593859,0.021832882,0.000802625,0.000812801
-0.002597143,-0.007304472,-0.014468643,-0.016284932,-0.004305571,0.007975139,0.035157384,0.024418262,0.021012783,0.000784618,0.000795366
-0.002739466,-0.005329494,-0.010023927,-0.017168472,-0.018979786,0.002154964,0.024009767,0.017595443,0.021233801,0.000770697,0.000781032
0.003485426,0.000736412,-0.001862644,-0.006573439,-0.013742886,0.009058939,0.026337149,0.025283993,0.021136786,0.000784587,0.000798348
-0.004073801,-0.000602574,-0.003340389,-0.005928857,-0.010620462,0.002227507,0.022100422,0.037577904,0.017336663,0.000774665,0.000787147
-0.006029231,-0.01007847,-0.006628172,-0.00934948,-0.011922341,-0.009454481,0.005886241,0.028496165,0.015138001,0.000773781,0.000786401
0.007998543,0.001921088,-0.00216054,0.001317356,-0.001425719,-0.005725152,0.00653805,0.034691121,0.017684396,0.000774957,0.000793512
-0.00066667,0.007326541,0.001253137,-0.002825769,0.000649808,-0.018342311,0.002806172,0.037294026,0.01457512,0.000765133,0.00078217
-0.008979415,-0.009640098,-0.001718661,-0.00773753,-0.01177981,-0.025360807,-0.002827583,0.023716749,0.011443774,0.000754962,0.000775089
0.007053224,-0.001989524,-0.002654867,0.005322441,-0.00073888,-0.011351494,0.001486982,0.02263656,0.013875078,0.000773165,0.000792243
-0.008506362,-0.001513135,-0.010478962,-0.011138646,-0.003229196,-0.015113037,-0.012653146,0.0127124,0.006496938,0.000763727,0.000783097
-0.012332079,-0.02073354,-0.013826554,-0.022681814,-0.023333362,-0.024725814,-0.028924927,0.000169111,0.005116803,0.000749232,0.000778303
0.000573906,-0.01176525,-0.020171533,-0.013260583,-0.022120925,-0.021485492,-0.040057487,-0.00915825,0.007062939,0.000757007,0.000786451
0.021830497,0.022416931,0.009808405,0.001218609,0.008280429,-0.003596923,-0.017290377,0.005089145,0.015059244,0.000769572,0.000799253
0.006286271,0.028254,0.028844122,0.016156335,0.007512541,0.006768111,-0.003924232,0.0083297,0.016385039,0.000762024,0.000791235
0.004074721,0.010386607,0.032443848,0.033036374,0.020296888,0.01700215,0.004877103,0.015872432,0.015183873,0.000762024,0.000791235
-0.007063723,-0.003017785,0.003249515,0.02515095,0.025739291,0.001805345,0.000377052,0.005965716,0.007011897,0.000757292,0.000788785
0.013827532,0.006666135,0.010768018,0.01712198,0.039326258,0.0163354,0.016995823,0.014102299,0.019572885,0.000763344,0.000781534
