Date,spy_close,spy_1d_returns,VIX_slope,yc_3m,yc_10y,yc_slopes_3m_10y,5Ewm,15Ewm,MACD,trend
20/02/2013,1511.949951,-0.019740613,-0.006353547,0.0,-0.01,0.000546487,-3.6500966279977547,-0.12008562995742977,-6.459593846293046,19
21/02/2013,1502.420044,0.006101081,-0.000146849,0.01,-0.03,0.000537844,-5.610033418665125,-1.2963133012128765,-2.1458737288407974,20
22/02/2013,1515.599976,0.015075525,0.002007466,0.0,-0.02,0.000529101,0.6532883875565858,0.5132173614388194,-2.285944754958564,21
25/02/2013,1487.849976,-0.027082049,-0.013723386,-0.01,-0.09,0.000500596,-8.81447440829561,-3.0196848087412036,3.508844844595842,22
26/02/2013,1496.939941,0.024419044,0.004704682,0.02,0.0,0.000497604,-2.846327938863624,-1.5059785826483676,4.849194200811098,23
27/02/2013,1515.98999,0.006616531,0.005904881,-0.03,0.03,0.000510487,4.452464374090823,1.0635248651826714,1.4602546919029464,24
28/02/2013,1514.680054,-0.013590074,-0.002374224,0.0,-0.02,0.000504736,2.5316642493937707,0.7668422570347957,-0.30456730045602853,25
01/03/2013,1518.199951,0.003187935,-8.52e-05,0.0,-0.03,0.000496365,2.861075166262708,1.1109740999054338,-2.054668366813303,26
04/03/2013,1525.199951,0.002286868,0.004820367,0.0,0.02,0.000503658,4.240716777508396,1.8471023374172546,-4.448282806904444,27
05/03/2013,1539.790039,0.004955294,0.000277703,-0.03,0.02,0.000513801,7.690507185005572,3.4399755452400314,-8.698814446669985,28
06/03/2013,1541.459961,-0.008481504,-0.000731987,0.02,0.05,0.000527792,5.68364545667032,3.2187188520852033,-11.163741051255101,29
07/03/2013,1544.26001,0.000731979,0.002096411,0.0,0.05,0.000546034,4.722446637780195,3.166385120574432,-12.719802568460864,30
08/03/2013,1551.180054,0.002664647,0.001099123,0.0,0.06,0.000566965,5.454979091853602,3.635592480502737,-14.539189179811729,31
11/03/2013,1556.219971,-0.001232053,0.003769139,0.0,0.01,0.000567841,5.316625061235754,3.811133045439874,-16.04468119560761,32
12/03/2013,1552.47998,-0.005652339,-0.001429113,0.0,-0.04,0.000555764,2.2977530408238636,2.8672425397599,-15.475191696671573,33
13/03/2013,1554.52002,0.003717305,0.001843471,-0.01,0.01,0.000560267,2.21184869388253,2.7638422222898953,-14.923198168264207,34
14/03/2013,1563.22998,0.004288938,0.001354529,0.01,0.0,0.000557638,4.377885795921657,3.5071069445036755,-15.793977019682188,35
15/03/2013,1560.699951,-0.007221452,-5.97e-05,-0.01,-0.03,0.000548461,2.0752475306144333,2.752464951440743,-15.116759598855879,36
18/03/2013,1552.099976,-0.00389187,-0.005068605,-0.02,-0.05,0.000533574,-1.4831599795904822,1.333409957510412,-12.300189661754985,37
19/03/2013,1548.339966,0.003087801,-0.002861516,0.0,-0.04,0.000522333,-2.2421099863936433,0.6967324628217284,-9.361347212539613,38
20/03/2013,1558.709961,0.009120023,0.005431088,0.0,0.04,0.000534672,1.9619250090709102,1.9058902799690713,-9.417381941641452,39
21/03/2013,1545.800049,-0.014979926,-0.003742198,0.0,-0.01,0.000530734,-2.995353993952449,0.053914994972956265,-6.3681129527160465,40
22/03/2013,1556.890015,0.01545669,0.001645181,0.0,-0.02,0.000525375,1.6997526706982171,1.4334213706013088,-6.634444252812955,41
25/03/2013,1551.689941,-0.010514295,-0.002845872,0.01,0.0,0.000524418,-0.6001895528679597,0.6042344492761913,-5.430020250668804,42
26/03/2013,1563.77002,0.01112515,0.002109817,-0.01,-0.01,0.000521366,3.626566631421383,2.0387150181165907,-7.017871863973596,43
27/03/2013,1562.849976,-0.008373461,-0.000786028,0.02,-0.05,0.000501422,2.1110297542811622,1.66887014085205,-7.460031477402708,44
28/03/2013,1569.189941,0.004645019,0.001618163,-0.02,0.0,0.000507224,3.5206748361874816,2.252756998245559,-8.727949315344631,45
01/04/2013,1562.170044,-0.008530249,-0.001319026,0.01,-0.01,0.000503557,0.007150890791535858,1.0936752484649332,-7.641424957671234,46
02/04/2013,1570.25,0.009645844,0.001893377,-0.01,0.02,0.000511938,2.6980859271941426,1.9669603424067645,-8.372550542458612,47
03/04/2013,1553.689941,-0.015718393,-0.003792746,-0.01,-0.05,0.000496567,-3.7212957152037234,-0.3489170753941835,-5.000171902649072,48
04/04/2013,1559.97998,0.014594581,0.001094564,0.01,-0.05,0.000479081,-0.38418414346915597,0.4809524340300868,-4.135035325149829,49
05/04/2013,1553.280029,-0.008343348,0.00043998,0.0,-0.06,0.000461918,-2.4894397623129407,-0.4166604952235957,-2.062256058060484,50
08/04/2013,1563.069946,0.010597634,0.001415414,0.0,0.04,0.000474639,1.6036791584581351,0.8591616916792191,-2.8067735248394,51
09/04/2013,1568.609985,-0.002758406,0.000334591,-0.01,0.02,0.000480491,2.9157991056388255,1.444271355219371,-4.278301275258855,52
10/04/2013,1587.72998,0.008644801,0.001368674,0.01,0.06,0.000499559,8.317197737092556,3.6537368108170085,-8.941762201534402,53
11/04/2013,1593.369995,-0.008636882,0.000269687,0.0,-0.02,0.000494522,7.424803491395096,3.902021584464819,-12.464544108464679,54
12/04/2013,1588.849976,-0.006389018,0.000470011,-0.01,-0.07,0.000475989,3.4431959942633057,2.8492665114067677,-13.058473591321217,55
15/04/2013,1552.359985,-0.020129524,-0.01400046,0.0,-0.03,0.000466501,-9.86786633715792,-2.0681406775192954,-5.258747931682592,56
16/04/2013,1574.569946,0.037273514,0.00912512,0.0,0.03,0.000474841,0.82474277522806,0.9666220321707897,-5.116868674739862,57
17/04/2013,1552.01001,-0.028634904,-0.009505577,0.0,-0.02,0.000468133,-6.970150149847996,-1.9741977218504871,-0.1209162467423539,58
18/04/2013,1541.609985,0.007626677,-0.002480236,-0.01,-0.01,0.000467982,-8.113441766565074,-3.0274261316192224,4.965099388203498,59
19/04/2013,1555.25,0.015548907,0.009704951,0.0,0.01,0.000471598,-0.8622895110436275,-0.9439959901667407,4.883392909080385,60
22/04/2013,1562.5,-0.004186273,-0.000484018,0.0,-0.01,0.000467529,1.8418069926376575,0.08025350860407343,3.121839425046801,61
23/04/2013,1578.780029,0.005757589,0.0017932,0.0,0.02,0.000473723,6.65454766175867,2.105225445028509,-1.4274827916833601,62
24/04/2013,1578.790039,-0.010412879,-0.000796818,0.01,-0.01,0.000468385,4.439701774505465,1.843323514399799,-4.0238610517890265,63
25/04/2013,1585.160034,0.004028392,-8.45e-05,-0.01,0.01,0.000475819,5.083132849670619,2.4091574501001105,-6.697836451359535,64
26/04/2013,1582.23999,-0.005876845,-0.000422308,0.0,-0.04,0.0004608,2.4154072331134557,1.743007268837573,-7.370236415635418,65
29/04/2013,1593.609985,0.009028125,-0.000371732,0.0,0.0,0.000462824,5.400269822075643,2.9463807352328786,-9.824125502478182,66
30/04/2013,1597.569946,-0.004701112,0.000344711,0.0,0.0,0.000462733,4.9201668813839206,3.0730782683285724,-11.67121411553353,67
01/05/2013,1582.699951,-0.011792784,-0.002021687,0.01,-0.04,0.000450052,-1.6765537457440587,0.8301941097877261,-9.164466260001745,68
02/05/2013,1597.589966,0.018715867,0.002234522,-0.01,0.0,0.00045113,3.845635836170686,2.587671721063998,-10.422430375108434,69
03/05/2013,1614.420044,0.001126684,0.001262626,0.0,0.12,0.000488721,8.17378322411355,4.36797250593122,-14.228241093290762,70
06/05/2013,1617.5,-0.008626888,0.000101187,-0.01,0.02,0.000496578,6.4758408160760155,4.206970442689681,-16.497111466677097,71
07/05/2013,1625.959961,0.003322491,-0.000916794,0.0,0.02,0.000504001,7.1372142107170475,4.738594262353672,-18.895731415040473,72
08/05/2013,1632.689941,-0.001091189,0.000203908,0.0,-0.01,0.000500002,7.0014694738115395,4.987517479559301,-20.90968340929271,73
09/05/2013,1626.670044,-0.007826185,-0.000670423,0.0,0.0,0.000500002,2.661013982540908,3.611590669614543,-19.959106722219076,74
10/05/2013,1633.699951,0.008008759,0.002532422,0.0,0.09,0.000527914,4.117311655027379,4.038880210912566,-20.03753816633389,75
13/05/2013,1633.77002,-0.004278755,0.000923367,0.01,0.02,0.000532588,2.7682307700181354,3.5427788095485084,-19.262990126803516,76
14/05/2013,1650.339966,0.010099253,-0.000445541,0.0,0.04,0.000543668,7.368802513345372,5.171174708355011,-21.460617931793877,77
15/05/2013,1658.780029,-0.005028017,0.000291314,-0.01,-0.02,0.000539256,7.725889342230403,5.579785744810579,-23.6067215292137,78
16/05/2013,1650.469971,-0.010123877,-0.000121063,-0.01,-0.07,0.00051904,2.3805735614869263,3.843555276709367,-22.14373981399126,79
17/05/2013,1667.469971,0.015309838,0.002062283,0.01,0.08,0.000542318,7.2537157076581025,5.4881108671206675,-23.909344654528695,80
20/05/2013,1666.290039,-0.011007715,-0.000137139,0.01,0.02,0.000545924,4.442499805105172,4.654605508730356,-23.69723895090351,81
21/05/2013,1669.160034,0.002430004,0.000148858,-0.01,-0.03,0.000538349,3.918331536737014,4.431529195139319,-23.184041292501206,82
22/05/2013,1655.349976,-0.009996043,-0.003132087,0.0,0.09,0.000571438,-1.99113164217556,2.151330795746844,-19.041578854578802,83
23/05/2013,1650.51001,0.005349825,-0.000203893,0.01,-0.01,0.000567268,-2.940743094783784,1.277418696278346,-14.823417063516672,84
24/05/2013,1649.599976,0.002372467,0.000120147,-0.01,-0.01,0.000565919,-2.2638400631890363,1.0039871092435533,-11.555589891084082,85
28/05/2013,1660.060059,0.006892347,-0.000704853,0.01,0.14,0.000608657,1.9774676245406226,2.1859990955881585,-11.347058420036547,86
29/05/2013,1648.359985,-0.013388964,-0.001806654,0.0,-0.02,0.00060198,-2.581712916972947,0.4502399586397132,-8.315105544423886,87
30/05/2013,1654.410034,0.010718326,0.000515611,-0.01,0.0,0.000603924,0.2955410553513502,1.1502160888098842,-7.460430510965352,88
31/05/2013,1630.73999,-0.017977586,-0.003144932,0.0,0.03,0.000615427,-7.69298729643242,-1.9523164222914602,-1.7197596368243921,89
03/06/2013,1640.420044,0.020243231,0.001030303,0.01,-0.03,0.000604438,-1.901973530955047,-0.49827011950515043,-0.3160562253744956,90
04/06/2013,1631.380005,-0.011446796,0.000193055,-0.01,0.01,0.000610038,-4.281328687303358,-1.5659912295670892,2.3992812323617727,91
05/06/2013,1608.900024,-0.008268926,-0.003479979,0.01,-0.04,0.000597075,-10.347546124868813,-4.180239950871055,8.566587406359531,92
06/06/2013,1622.560059,0.022270027,0.002397118,0.0,-0.02,0.000589198,-2.3450190832459157,-1.9502055820121313,8.961400907593315,93
07/06/2013,1643.380005,0.004341247,0.003297272,-0.01,0.09,0.000623123,5.376635944502823,0.8960633657393373,4.48082832882983,94
10/06/2013,1642.810059,-0.013178354,-0.000840698,0.01,0.05,0.000635452,3.394441963001782,0.7128121950217974,1.7991985608498453,95
11/06/2013,1626.130005,-0.009806554,-0.003621488,0.0,-0.02,0.000628361,-3.2970566913320454,-1.461296079355634,3.6349591728262567,96
12/06/2013,1612.52002,0.001783812,-0.003375648,0.0,0.05,0.000643339,-6.734699460888123,-2.9798821944364136,7.389776439277966,97
13/06/2013,1636.359985,0.023153846,0.005010397,0.0,-0.06,0.000626155,3.456855359407882,0.3725987048683237,4.305519784738408,98
14/06/2013,1626.72998,-0.020669307,-0.000864507,0.0,-0.05,0.000608497,-0.9054314270613304,-0.877726758240442,4.333224453559296,99
17/06/2013,1639.040039,0.013452381,0.001555091,0.0,0.05,0.000625146,3.4997320486259014,0.770746461539602,1.604238866472997,100
18/06/2013,1651.810059,0.000223793,0.000996173,0.0,0.01,0.000628953,6.589828032417245,2.270655653847143,-2.7149335120971045,101
19/06/2013,1628.930054,-0.021642633,-0.0004692,0.0,0.13,0.000679298,-3.233449645055316,-0.8731769278836055,-0.35466079492539393,102
20/06/2013,1588.189941,-0.011158876,-0.009898619,0.0,0.08,0.000704147,-15.73567076337008,-5.856543936898106,9.52446603154658,103
21/06/2013,1592.430054,0.027680128,0.004188103,0.0,0.11,0.000740662,-9.07707617558026,-4.59446181978592,14.00708038734092,104
24/06/2013,1573.089966,-0.014814793,-0.002968743,0.01,0.05,0.000753183,-12.498080117053405,-6.437665092312727,20.0674954120816,105
25/06/2013,1588.030029,0.021642288,0.00554099,0.0,0.03,0.000759388,-3.352032411368782,-3.7654490807735783,19.654078742676802,106
26/06/2013,1603.26001,9.32e-05,0.002752552,0.0,-0.05,0.000745607,2.8419720590875386,-1.3910203206769438,15.42108636291232,107
27/06/2013,1613.199951,-0.003390656,0.001556272,0.0,-0.06,0.00072531,5.207961706058086,0.025349844407855926,10.23847450126209,108
28/06/2013,1606.280029,-0.010489393,-0.0001613,-0.02,0.03,0.000741507,1.1653338040387098,-0.8428091361433871,8.230331561079993,109
01/07/2013,1614.959961,0.00969331,0.00163462,0.0,-0.02,0.000735393,3.670199869359294,0.34753350587470777,4.907665197595406,110
02/07/2013,1614.079956,-0.005948656,0.000289308,-0.01,-0.02,0.000732815,2.153464912906202,0.19409119264037145,2.948291477329576,111
03/07/2013,1615.410034,0.001368955,0.001076553,0.02,0.04,0.00074462,1.8790026086041962,0.3360895435603197,1.4053784122856996,112
05/07/2013,1631.890015,0.009377685,0.003525222,-0.01,0.21,0.00081657,6.745995405736039,2.3540759756153875,-2.986541017834952,113
08/07/2013,1640.459961,-0.004950186,-0.000215344,0.01,-0.08,0.000790632,7.353978937157535,3.131059728663331,-7.209460226329156,114
09/07/2013,1652.319946,0.001978125,0.000297845,-0.01,0.0,0.000786966,8.855980958104965,4.222175387580364,-11.843265796853757,115
10/07/2013,1652.619995,-0.007048078,-0.000309139,0.0,0.05,0.000803435,6.004003638736549,3.7319095891327834,-14.115359846457523,116
11/07/2013,1675.02002,0.013372657,0.000259105,0.0,-0.1,0.000766749,11.469344092490928,6.065424015491317,-19.519279923457134,117
12/07/2013,1680.189941,-0.010467767,0.000367374,0.0,0.01,0.000770376,9.36953639499393,5.953486138555036,-22.935330179896027,118
15/07/2013,1682.5,-0.001711603,0.000333271,0.0,-0.04,0.000759839,7.016377263329332,5.498057746235418,-24.45364969698994,119
16/07/2013,1676.26001,-0.005083641,4.53e-05,-0.01,-0.02,0.000754903,2.597588175553028,4.030801777955958,-23.020436094587012,120
17/07/2013,1680.910034,0.006482808,-0.000541625,0.0,-0.03,0.00074201,3.2817334503686197,4.108204555711609,-22.193964989244023,121
18/07/2013,1689.369995,0.002258918,8.12e-05,0.0,0.04,0.000756373,5.0078093002457535,4.652174111247632,-22.549600178242144,122
19/07/2013,1692.089966,-0.003422915,0.003787753,0.0,-0.06,0.000737064,4.245196533497165,4.410648722341648,-22.38414798939766,123
22/07/2013,1695.530029,0.000422976,0.000580384,0.01,0.0,0.000737275,3.976818688998037,4.289325507048943,-22.071641171346755,124
23/07/2013,1692.390015,-0.003884963,-0.003353886,-0.02,0.03,0.000745898,1.6045411259988214,3.360658068667817,-20.31552422867776,125
24/07/2013,1685.939941,-0.001959285,-0.001472615,0.01,0.08,0.000772017,-1.0803305826675569,2.1343165600844713,-17.10087708592573,126
25/07/2013,1690.25,0.006367694,0.000680934,-0.01,0.0,0.000774595,0.7164659448883413,2.406284365073816,-15.411058665740256,127
26/07/2013,1691.650024,-0.001728178,0.000587891,0.01,-0.03,0.000765146,0.9443186299254194,2.280501819439678,-14.074875476225998,128
29/07/2013,1685.329956,-0.004564332,-0.002008331,0.0,0.03,0.00077258,-1.477143580049642,1.205430592009634,-11.392301304166722,129
30/07/2013,1685.959961,0.004109855,-3.05e-05,0.01,0.02,0.000778543,-0.7747607200331004,1.1335023930084844,-9.484038191125137,130
31/07/2013,1685.72998,-0.000510227,-0.00039535,0.0,-0.03,0.00076992,-0.5931674800219753,0.9630669688822309,-7.927803742220931,131
01/08/2013,1706.869995,0.01267698,0.000640317,0.0,0.14,0.000815792,6.651226679985257,3.485185472772173,-11.093844949434015,132
02/08/2013,1709.670044,-0.010900112,0.002052174,0.0,-0.11,0.0007782,5.367500786657047,3.3995434136757012,-13.06180232241536,133
05/08/2013,1707.140015,-0.003120293,-0.000172855,0.01,0.04,0.000786792,2.7349908577712085,2.6583468619662654,-13.138446318220304,134
06/08/2013,1697.369995,-0.004243199,-0.001100207,-0.01,0.0,0.000787678,-1.4333460948191714,1.1048010042204623,-10.60029921918067,135
07/08/2013,1690.910034,0.001917169,-0.001173226,0.01,-0.06,0.000769558,-3.108884396546273,0.15920575369273138,-7.3322090689416655,136
08/08/2013,1697.47998,0.007691315,0.000671491,0.0,-0.03,0.000762286,0.11739240230258474,0.9605482844810922,-6.489053186763158,137
09/08/2013,1691.420044,-0.00745541,-0.00118807,0.0,-0.01,0.00076003,-1.94171706513157,0.08298774892114125,-4.464348372710447,138
12/08/2013,1689.469971,0.002417039,0.001567112,0.01,0.04,0.00076984,-1.9445023767543717,-0.1711448446940267,-2.6909908406501017,139
13/08/2013,1694.160034,0.003928977,0.002106702,0.0,0.1,0.000806022,0.26701941549708863,0.4365061358926141,-2.5215041202545763,140
14/08/2013,1685.390015,-0.007952674,-0.000977445,-0.01,0.0,0.000806737,-2.7453267230021083,-0.7143095060937412,-0.49048690334620915,141
15/08/2013,1661.319946,-0.009104984,-0.003205719,0.0,0.06,0.000824999,-9.853574148667803,-3.6337794428322923,5.729307802489302,142
16/08/2013,1655.829956,0.010977007,-0.000348028,0.0,0.07,0.000849284,-8.399046099111956,-3.865805762478203,10.262548139123055,143
19/08/2013,1646.060059,-0.002595707,-0.001234425,0.01,0.04,0.000861644,-8.855996399408014,-4.603817167168472,14.514727371362596,144
20/08/2013,1652.349976,0.009721497,-0.00059676,-0.02,-0.06,0.000842576,-3.8073585996053225,-3.2421003962724626,15.079985574695456,145
21/08/2013,1642.800049,-0.009600798,-0.003826448,0.0,0.05,0.00086242,-5.721548066403557,-4.030578721738266,16.770954919360747,146
22/08/2013,1656.959961,0.014398979,0.001815817,-0.01,0.03,0.000875053,0.9056052890641695,-1.7567673815210583,14.10858224877552,147
23/08/2013,1663.5,-0.004672365,0.002182532,0.0,-0.08,0.000849992,2.7837498593762575,-0.7196665838309855,10.605165805568276,148
26/08/2013,1656.780029,-0.007986669,-0.001977274,0.01,-0.03,0.000835577,-0.38415709374930884,-1.4697046358521675,9.519618263465418,149
27/08/2013,1630.47998,-0.011834537,-0.004934752,0.01,-0.07,0.000811755,-9.022787729166112,-4.573497681370554,13.968908311260975,150
28/08/2013,1634.959961,0.018621841,0.000782001,-0.02,0.06,0.000833623,-4.52186481944409,-3.4418128461991273,15.048960284505938,151
29/08/2013,1638.170044,-0.000784244,0.000277862,-0.01,-0.03,0.000826915,-1.9445488796293375,-2.610325865424329,14.383183298710946,152
30/08/2013,1632.969971,-0.00513772,-0.000157119,0.01,0.03,0.000839164,-3.02972358641955,-2.9340442572461143,14.478862627884382,153
03/09/2013,1639.77002,0.00733854,0.000388855,-0.01,0.08,0.00086351,0.24686727572020573,-1.7172826000905843,12.514712752073592,154
04/09/2013,1653.079956,0.003952731,0.000922437,0.0,0.04,0.00087729,4.601223517146991,0.16111972492080895,8.07460895984741,155
05/09/2013,1655.079956,-0.00690709,0.000677846,0.0,0.08,0.000901396,3.7341490114311,0.3909797593057647,4.731439707722075,156
06/09/2013,1655.170044,-0.001155463,-0.000131616,0.0,-0.04,0.000888723,2.5194620076208594,0.35336828939261977,2.565345989493835,157
09/09/2013,1671.709961,0.009938481,0.000415858,0.0,-0.04,0.0008773,7.192947005080441,2.3766868782186066,-2.2509141373679995,158
10/09/2013,1683.98999,-0.002647092,0.002235083,0.0,0.06,0.00089509,8.888641003386965,3.6146046434412256,-7.524950497313739,159
11/09/2013,1689.130005,-0.004293505,0.001717243,0.0,-0.03,0.000881732,7.639099002258263,3.80528093801081,-11.358768561561192,160
12/09/2013,1683.420044,-0.006432699,-0.000737799,-0.01,-0.01,0.00088412,3.189412334838835,2.6158756957595415,-11.932305200640485,161
13/09/2013,1687.98999,0.006095095,0.000162367,0.0,-0.02,0.000877341,3.649590223225914,2.8601344837895795,-12.72176094007682,162
16/09/2013,1697.599976,0.002978473,-0.000821864,0.01,-0.02,0.000865323,5.63638881548377,3.703865923316016,-14.654283832244573,163
17/09/2013,1704.76001,-0.001475414,-0.00029038,-0.01,-0.02,0.000862058,6.144270543655921,4.135886932901485,-16.66266744299901,164
18/09/2013,1725.52002,0.007959934,0.00142977,0.0,-0.17,0.000800795,11.016183695770678,6.213902316288795,-21.464948822480892,165
19/09/2013,1722.339966,-0.014020627,0.001145453,0.0,0.07,0.000828203,6.284104463846916,5.03965777675262,-22.709395509575188,166
20/09/2013,1709.910034,-0.005373932,0.00207738,0.0,-0.01,0.00082376,0.04609230923142604,2.8559590546585696,-19.899528764148045,167
23/09/2013,1701.839966,0.0024973,-0.00270826,0.01,-0.03,0.000812801,-2.6592944605124558,1.4902056728262778,-15.750028630809311,168
24/09/2013,1697.420044,0.002122443,-0.000820099,0.0,-0.05,0.000795366,-3.2461703070084695,0.7514397137231299,-11.752418610077711,169
25/09/2013,1692.77002,-0.000142323,0.000221018,0.0,-0.04,0.000781032,-3.714121538005429,0.07625674950759276,-7.96204032256469,170
26/09/2013,1698.670044,0.006224892,-9.7e-05,-0.02,0.03,0.000798348,-0.509406358670276,0.8042276558192043,-6.648406308075209,171
27/09/2013,1691.75,-0.007559227,-0.003800123,0.02,-0.02,0.000787147,-2.6462855724469136,-0.16130630115821987,-4.163427036786516,172
30/09/2013,1681.550049,-0.00195543,-0.002198662,0.0,0.0,0.000786401,-5.164174048297809,-1.4161368885136199,-0.4153898770023261,173
01/10/2013,1695.0,0.014027774,0.002546395,0.0,0.02,0.000793512,1.040534301134585,0.4421240975507317,-1.0138000805861793,174
02/10/2013,1693.869995,-0.008665213,-0.003109276,0.0,-0.03,0.00078217,0.31702120075647144,0.24560796035711974,-1.085213320985531,175
03/10/2013,1678.660034,-0.008312745,-0.003131346,0.01,-0.01,0.000775089,-4.858639532829102,-1.6863381596876934,2.0870880521558774,176
04/10/2013,1690.5,0.016032639,0.002431304,0.0,0.04,0.000792243,0.7075623114474183,0.004449860273325612,1.3839756009817847,177
07/10/2013,1676.119995,-0.015559586,-0.00737814,0.0,-0.01,0.000783097,-4.321626792368534,-1.7936069972611222,3.911995396089196,178
08/10/2013,1655.449951,-0.003825717,-0.001380135,0.02,0.01,0.000778303,-9.771099194912267,-4.153161622603193,9.52993296839827,179
09/10/2013,1656.400024,0.012905985,0.001946136,0.0,0.02,0.000786451,-6.19737512994152,-3.515257294777939,12.212050803561851,180
10/10/2013,1692.560059,0.021256591,0.007996305,0.0,0.03,0.000799253,7.921761580038947,1.4441542420693168,5.734443465592221,181
11/10/2013,1703.199951,-0.015544226,0.001325795,0.03,-0.01,0.000791235,8.82780505335927,2.5936214618106987,-0.4997401259563503,182
14/10/2013,1710.140015,-0.00221155,-0.001201166,0.0,0.0,0.000791235,8.198558035572887,3.136926779084206,-5.5613713824450315,183
15/10/2013,1698.060059,-0.011138444,-0.008171976,0.06,0.05,0.000788785,1.4390533570485786,1.2348164316986185,-5.765608307794992,184
16/10/2013,1721.540039,0.020891255,0.012560988,-0.04,-0.06,0.000781534,8.786028904699151,4.01546187773647,-10.536175334757672,185
17/10/2013,1733.150024,-0.007083579,0.002918268,-0.05,-0.08,0.000764653,9.727347603132785,4.964777268019361,-15.298745669871096,186
18/10/2013,1744.5,-0.000195197,0.001274113,-0.01,-0.01,0.00076431,10.26822373542177,5.7629271095170225,-19.804042295775844,187
21/10/2013,1744.660034,-0.006457056,-0.0007767,0.0,0.03,0.000776801,6.898827156947846,5.062565470827394,-21.640303981896295,188
22/10/2013,1754.670044,0.005645813,-0.00181292,0.0,-0.09,0.000747338,7.935888104631886,5.680996036973966,-23.895196049554215,189
23/10/2013,1746.380005,-0.01046207,0.000531157,0.0,-0.03,0.00073792,2.527245736421264,3.934616657352308,-22.48782512862317,190
24/10/2013,1752.069946,0.007982692,0.000515267,-0.01,0.02,0.000744558,3.5814774909474636,4.15403220018311,-21.915270419387525,191
25/10/2013,1759.77002,0.001136709,0.000802875,0.01,0.0,0.00074073,4.954342993964929,4.597287425160175,-22.27232598819228,192
28/10/2013,1762.109985,-0.003065145,-0.000136521,0.0,0.01,0.000744346,4.082883662643326,4.315122122015282,-22.040087528820322,193
29/10/2013,1771.949951,0.004254496,0.000251984,0.0,-0.01,0.00074079,6.001911108428885,5.0057276067634575,-23.03627103048575,194
30/10/2013,1763.310059,-0.010460118,-0.000196533,0.0,0.02,0.000746834,1.1213100722859508,3.300025155917865,-20.857555946853836,195
31/10/2013,1756.540039,0.001036542,-0.000168081,0.0,0.02,0.000756664,-1.509133285142525,2.041269511428027,-17.307153150283284,196
01/11/2013,1761.640015,0.006742802,0.00145093,0.0,0.08,0.000782894,0.6939031432380034,2.423607822499889,-15.577448471021398,197
04/11/2013,1767.930054,0.000667138,0.001423522,0.01,-0.02,0.00077558,2.559281762158662,2.9069117196872867,-15.229818513492773,198
05/11/2013,1762.969971,-0.006376147,-0.000508909,0.0,0.06,0.00079498,0.05282684143935512,1.9235373797262127,-13.359107975205916,199
06/11/2013,1770.48999,0.007071128,0.001144362,0.0,-0.02,0.000783769,2.541890894292692,2.6230975822604705,-13.277901287238137,200
