,UNRATE,y,L_0y,L_1y,L_2y,L_3y,L_4y,L_5y,L_6y,L_7y,L_8y,L0_GS1,L1_GS1,L0_CPIAUCSL,L1_CPIAUCSL,L0_F1,L0_F2,L1_F1,L1_F2,OLD_AGE,L0_F3,L0_F4,L1_F3,L1_F4,L1_F5,L2_F2,L2_F3,L2_F4,L2_F5,L3_F2,L3_F3,L3_F4,L3_F5,L4_F1,L4_F2,L4_F3,L4_F4,L4_F5,L5_F1,L5_F2,L5_F5,L6_F1,L6_F2,L6_F5,L7_F1,L7_F2,L7_F5,L8_F1,L8_F3,L8_F5,L0_PCECC96,L0_PCDGx,L0_PCESVx,L0_PCNDx,L0_GPDIC1,L0_FPIx,L0_Y033RC1Q027SBEAx,L0_PNFIx,L0_PRFIx,L0_A014RE1Q156NBEA,L0_A823RL1Q225SBEA,L0_FGRECPTx,L0_SLCEx,L0_EXPGSC1,L0_IMPGSC1,L0_DPIC96,L0_OUTNFB,L0_OUTBS,L0_OUTMS,L0_INDPRO,L0_IPFINAL,L0_IPCONGD,L0_IPMAT,L0_IPDMAT,L0_IPNMAT,L0_IPDCONGD,L0_IPB51110SQ,L0_IPNCONGD,L0_IPBUSEQ,L0_IPB51220SQ,L0_PAYEMS,L0_USPRIV,L0_MANEMP,L0_SRVPRD,L0_USGOOD,L0_DMANEMP,L0_NDMANEMP,L0_USCONS,L0_USEHS,L0_USFIRE,L0_USINFO,L0_USPBS,L0_USLAH,L0_USSERV,L0_USMINE,L0_USTPU,L0_USGOVT,L0_USTRADE,L0_USWTRADE,L0_CES9092000001
55,0.6,0.016971737,0.007120029,-0.012247703,-0.003888965,-0.009496285,0.002373951,-0.008634824,0.009447486,-0.005272903,0.010827683,0.22,-1.3666,-0.009172286,-0.009099039,0.589009911513288,0.792795333532929,1.91608147517674,0.167141967001041,1,-0.168600508643292,0.197239477123167,-0.182221654717406,0.663386247974013,-0.166393945182197,-0.533924128965582,0.145688472920215,0.336510651118977,0.0004857492829284,-1.02067223622456,0.45183467682474,-0.305229369725086,-0.17477296995713,0.0648029588275794,-0.795156657531608,0.230832705267383,-0.293281505985912,-0.193138113266167,0.30342145863821,-0.477822302653603,0.15591064363509,-0.104960410900297,-0.730707722526363,-0.0875169787628892,-0.0899118868917774,-0.591192648741993,0.156420956874056,-0.29625398691549,0.277405096425967,0.0527090777338092,0.016314874,0.018720132,0.011883548,0.021805602,-0.030223034,-0.011945436,-0.021223796,-0.024321648,0.026913682,-0.8,-3.9,-0.140922137,-0.007231609,-0.02958475,-0.083405068,0.045218688,0.00662658,0.007919207,-0.0021553982533494,-0.013593996,0.00595328,0.025735099,-0.025671778,-0.048589693,-0.004359591,0.056557248,0.122646065,0.013949651,-0.041167957,0.018727126,-0.005446693,-0.008254222,-0.019843641,0.001696343,-0.024004153,-0.028328123,-0.00649683,-0.049849981,0.006499913,0.000744694,-0.012605209,0.001110068,0.00303526,0.006130649,0.005884758,-0.003115499,0.006348082,0.001570669,-0.004017687,0.004942935
56,-0.4,0.013375227,0.016971737,0.007120029,-0.012247703,-0.003888965,-0.009496285,0.002373951,-0.008634824,0.009447486,-0.005272903,0.9933,0.22,0.007876826,-0.009172286,-0.450023380766707,0.455242981375402,0.589009911513288,0.792795333532929,2,0.237874663631131,-0.336151924112323,-0.168600508643292,0.197239477123167,-0.272698931278862,0.167141967001041,-0.182221654717406,0.663386247974013,-0.166393945182197,-0.533924128965582,0.145688472920215,0.336510651118977,0.0004857492829284,0.371479909731386,-1.02067223622456,0.45183467682474,-0.305229369725086,-0.17477296995713,0.0648029588275794,-0.795156657531608,-0.193138113266167,0.30342145863821,-0.477822302653603,0.15591064363509,-0.104960410900297,-0.730707722526363,-0.0875169787628892,-0.0899118868917774,0.0038412278578464,0.156420956874056,0.014112403,0.06034929,0.004728026,0.009659588,0.074667234,0.023838576,0.012179078,0.010600191,0.063310465,-0.1,10.7,0.145926347,0.012706888,-0.017012972,0.079858332,-0.014643423,0.021197842,0.021019315,0.0411979650511962,0.024259179,0.029692685,0.044721293,0.021430231,0.016178381,0.063116155,0.079885989,0.087139058,0.030662185,-0.002340287,0.007468341,0.006710735,0.00751493,0.004194793,0.007955958,0.003426363,-0.003277946,0.015712557,-0.002069245,0.01456248,0.00544421,0.001137733,0.011417349,0.013187004,0.01431487,0.011666882,0.007482319,0.003349788,0.012207391,0.006090985,0.000209808
57,-0.1667,0.022238491,0.013375227,0.016971737,0.007120029,-0.012247703,-0.003888965,-0.009496285,0.002373951,-0.008634824,0.009447486,-0.84,0.9933,-0.001592605,0.007876826,-0.231604159241542,0.182752170278917,-0.450023380766707,0.455242981375402,3,-0.051301500592531,-0.108757652833569,0.237874663631131,-0.336151924112323,-0.390669473952841,0.792795333532929,-0.168600508643292,0.197239477123167,-0.272698931278862,0.167141967001041,-0.182221654717406,0.663386247974013,-0.166393945182197,1.26191832967749,-0.533924128965582,0.145688472920215,0.336510651118977,0.0004857492829284,0.371479909731386,-1.02067223622456,-0.17477296995713,0.0648029588275794,-0.795156657531608,-0.193138113266167,0.30342145863821,-0.477822302653603,0.15591064363509,-0.104960410900297,0.171024503033624,-0.0875169787628892,0.010695916,0.02875159,0.014269725,-0.002418919,0.027531066,0.019674524,0.014635075,0.011861655,0.041827211,0.0,1.3,0.011727482,0.013283411,0.054997866,0.052003148,0.007786936,0.018012761,0.016874954,0.0259442595344742,0.021576141,0.016701446,0.018381233,0.026801243,0.024426623,0.044835333,0.019703165,0.00965235,0.017798317,0.015824122,-0.016471754,0.009005365,0.010115018,0.014632728,0.00656122,0.015437981,0.009996816,0.021669364,0.019671561,0.008457598,0.006722982,0.00599239,0.009171371,0.008339841,0.008460923,0.013577661,0.00611141,0.004344713,0.007863662,0.008241769,0.006065051
58,-0.5667,0.007310171,0.022238491,0.013375227,0.016971737,0.007120029,-0.012247703,-0.003888965,-0.009496285,0.002373951,-0.008634824,-0.7033,-0.84,-0.006865955,-0.001592605,-0.569219919196242,0.376262992756429,-0.231604159241542,0.182752170278917,4,-0.364661107729574,-0.0570883143428136,-0.051301500592531,-0.108757652833569,-0.0184654840124226,0.455242981375402,0.237874663631131,-0.336151924112323,-0.390669473952841,0.792795333532929,-0.168600508643292,0.197239477123167,-0.272698931278862,1.91608147517674,0.167141967001041,-0.182221654717406,0.663386247974013,-0.166393945182197,1.26191832967749,-0.533924128965582,0.0004857492829284,0.371479909731386,-1.02067223622456,-0.17477296995713,0.0648029588275794,-0.795156657531608,-0.193138113266167,0.30342145863821,0.740494486474762,0.15591064363509,0.019796595,0.049164668,0.011578654,0.020111863,0.092110931,0.040079228,0.012852974,0.021194979,0.090837818,0.8,-3.9,0.040231119,0.011200867,-0.006927026,0.060765161,0.012003233,0.031014819,0.028610211,0.0402762232915197,0.030289391,0.023036472,0.021854983,0.037652302,0.056431901,0.026920127,0.036746359,0.03505591,0.015559738,0.028178457,0.022045606,0.013309141,0.015461336,0.019208642,0.011080821,0.019124335,0.022436018,0.014318659,0.02083028,0.014056754,0.006353365,0.013313229,0.013601246,0.01635716,0.013843668,0.009760142,0.014207056,0.004192413,0.016365185,0.010417386,0.005302846
59,-0.1666,0.005472205,0.007310171,0.022238491,0.013375227,0.016971737,0.007120029,-0.012247703,-0.003888965,-0.009496285,0.002373951,0.3033,-0.7033,-0.002489045,-0.006865955,-0.221463111791216,0.0505880374254205,-0.569219919196242,0.376262992756429,5,-0.148817494429924,0.14193750212402,-0.364661107729574,-0.0570883143428136,-0.0147374455387776,0.182752170278917,-0.051301500592531,-0.108757652833569,-0.0184654840124226,0.455242981375402,0.237874663631131,-0.336151924112323,-0.390669473952841,0.589009911513288,0.792795333532929,-0.168600508643292,0.197239477123167,-0.272698931278862,1.91608147517674,0.167141967001041,-0.166393945182197,1.26191832967749,-0.533924128965582,0.0004857492829284,0.371479909731386,-1.02067223622456,-0.17477296995713,0.0648029588275794,0.230832705267383,-0.193138113266167,0.009158453,0.004759411,0.006632353,0.015277865,0.038816621,0.016391767,0.018612746,0.013192439,0.02456988,1.2,-1.4,0.011921457,-0.01766753,0.010029986,0.042397486,0.005663527,0.009754093,0.008811436,0.0102420770304526,0.01269915,0.008191255,0.006849827,0.016307181,0.03345951,0.008558176,0.002687914,-0.004288077,0.008617998,0.020503663,0.022292423,0.006800955,0.008483995,0.008289136,0.007383554,0.005285071,0.014014054,-0.000483671,-0.008626623,0.012350527,0.007522786,0.00746096,0.010823603,0.011604412,0.012461703,0.003635633,0.009291348,-0.000400641,0.010790519,0.008501819,0.008467647
60,0.1666,0.007222319,0.005472205,0.007310171,0.022238491,0.013375227,0.016971737,0.007120029,-0.012247703,-0.003888965,-0.009496285,-0.2667,0.3033,0.006926687,-0.002489045,-0.136357371703782,0.030648179119412,-0.221463111791216,0.0505880374254205,6,0.193361161062181,0.0878553648664912,-0.148817494429924,0.14193750212402,0.0859289617130165,0.376262992756429,-0.364661107729574,-0.0570883143428136,-0.0147374455387776,0.182752170278917,-0.051301500592531,-0.108757652833569,-0.0184654840124226,-0.450023380766707,0.455242981375402,0.237874663631131,-0.336151924112323,-0.390669473952841,0.589009911513288,0.792795333532929,-0.272698931278862,1.91608147517674,0.167141967001041,-0.166393945182197,1.26191832967749,-0.533924128965582,0.0004857492829284,0.371479909731386,0.45183467682474,-0.17477296995713,0.010473522,0.011471284,0.012019573,0.007644578,0.003478577,0.011235376,0.026888572,0.021630283,-0.01568789,1.1,0.6,0.011398965,-0.006663649,0.0286427,0.03998833,0.007771957,0.006410085,0.006022565,0.0126601736954194,0.013279618,0.009885038,0.008108003,0.013208513,0.023636245,0.007252776,0.010369363,0.006595529,0.007124648,0.02289511,0.00817868,0.004875062,0.005738163,0.003986338,0.005885183,0.002239234,0.00733862,-0.00121021,-0.006588001,0.010416761,0.007226625,0.00520547,0.008712006,0.007757545,0.010095112,0.00402411,0.006036691,0.001156968,0.006913817,0.003809643,0.015002578
61,0.0334,0.01174567,0.007222319,0.005472205,0.007310171,0.022238491,0.013375227,0.016971737,0.007120029,-0.012247703,-0.003888965,-0.7866,-0.2667,-0.00139344,0.006926687,-0.143463235798981,0.126726477990158,-0.136357371703782,0.030648179119412,7,-0.0443807704868656,0.149132694960584,0.193361161062181,0.0878553648664912,-0.0569603066157443,0.0505880374254205,-0.148817494429924,0.14193750212402,0.0859289617130165,0.376262992756429,-0.364661107729574,-0.0570883143428136,-0.0147374455387776,-0.231604159241542,0.182752170278917,-0.051301500592531,-0.108757652833569,-0.0184654840124226,-0.450023380766707,0.455242981375402,-0.390669473952841,0.589009911513288,0.792795333532929,-0.272698931278862,1.91608147517674,0.167141967001041,-0.166393945182197,1.26191832967749,0.145688472920215,0.0004857492829284,0.012891402,0.015728974,0.013612676,0.010476346,0.007453343,0.046368173,0.027742321,0.019138301,0.114270863,0.5,0.9,0.00090894,-0.002982471,0.010094334,0.032558807,0.006324554,0.008284107,0.008472845,0.0135275063794972,0.017876842,0.024158066,0.023399244,0.012300362,0.006410867,0.011557557,0.042959736,0.064169778,0.014944572,0.032154747,0.054528364,0.006069949,0.006422076,0.003102129,0.006448308,0.005080169,0.002486021,0.004060527,0.010774383,0.009169113,0.011296874,0.004395596,0.008636762,0.006731739,0.009262729,0.0218479,0.004893508,0.004548139,0.00548434,0.005411182,0.015479242
62,-0.2667,0.019254528,0.01174567,0.007222319,0.005472205,0.007310171,0.022238491,0.013375227,0.016971737,0.007120029,-0.012247703,0.1933,-0.7866,0.003744867,-0.00139344,-0.451486652895216,0.0520901813772035,-0.143463235798981,0.126726477990158,8,-0.0105809080991012,0.0280686123603437,-0.0443807704868656,0.149132694960584,-0.007621251971125,0.030648179119412,0.193361161062181,0.0878553648664912,-0.0569603066157443,0.0505880374254205,-0.148817494429924,0.14193750212402,0.0859289617130165,-0.569219919196242,0.376262992756429,-0.364661107729574,-0.0570883143428136,-0.0147374455387776,-0.231604159241542,0.182752170278917,-0.0184654840124226,-0.450023380766707,0.455242981375402,-0.390669473952841,0.589009911513288,0.792795333532929,-0.272698931278862,1.91608147517674,-0.182221654717406,-0.166393945182197,0.011717989,0.036967019,0.01223891,-0.000658636,0.045288671,0.033882024,0.062220703,0.035785486,0.029267507,0.7,2.8,0.027272444,0.009855019,-0.016221871,0.046253319,0.002244761,0.016894296,0.015968048,0.0297349225214312,0.020535694,0.02490465,0.018801163,0.019023457,0.022672319,0.029178926,0.039859963,0.054200489,0.009493501,0.046534048,0.006757644,0.010213706,0.012630783,0.011977311,0.008607604,0.014405923,0.014451249,0.00811977,0.025376856,0.0123028,0.011874468,0.010750279,0.011915994,0.012543246,0.01236288,0.01714109,0.011116321,-0.000309949,0.01208644,0.008361539,-0.000199511
63,-0.3667,0.017882656,0.019254528,0.01174567,0.007222319,0.005472205,0.007310171,0.022238491,0.013375227,0.016971737,0.007120029,0.2733,0.1933,-0.000879079,0.003744867,-0.62082329421724,-0.0104241661367455,-0.451486652895216,0.0520901813772035,9,-0.15753519753529,0.0205598502190601,-0.0105809080991012,0.0280686123603437,-0.134835476897095,0.126726477990158,-0.0443807704868656,0.149132694960584,-0.007621251971125,0.030648179119412,0.193361161062181,0.0878553648664912,-0.0569603066157443,-0.221463111791216,0.0505880374254205,-0.148817494429924,0.14193750212402,0.0859289617130165,-0.569219919196242,0.376262992756429,-0.0147374455387776,-0.231604159241542,0.182752170278917,-0.0184654840124226,-0.450023380766707,0.455242981375402,-0.390669473952841,0.589009911513288,-0.168600508643292,-0.272698931278862,0.005407814,0.023298709,0.003690593,-0.000102929,0.069238008,0.050668586,0.025152761,0.027266628,0.10405824,0.9,5.2,0.023776888,0.006110953,0.026591112,0.009178183,0.009355104,0.022895332,0.02374275,0.030060624748147,0.030514848,0.025282067,0.01425905,0.032457286,0.04242038,0.028897801,0.039195965,0.02589925,0.002946854,0.052657783,-0.038285412,0.013221191,0.014960271,0.013641212,0.010947887,0.019113631,0.016263978,0.009524793,0.043488871,0.01304353,0.012661831,0.011555479,0.012894821,0.014050186,0.013211005,0.024419337,0.012377446,0.005564402,0.014029747,0.010871532,0.009926645
64,-0.2333,2.19e-05,0.017882656,0.019254528,0.01174567,0.007222319,0.005472205,0.007310171,0.022238491,0.013375227,0.016971737,0.5867,0.2733,-0.00356246,-0.000879079,-0.332924127697063,-0.147344948464214,-0.62082329421724,-0.0104241661367455,10,-0.263678638751008,0.163785466082904,-0.15753519753529,0.0205598502190601,0.0162782021779237,0.0520901813772035,-0.0105809080991012,0.0280686123603437,-0.134835476897095,0.126726477990158,-0.0443807704868656,0.149132694960584,-0.007621251971125,-0.136357371703782,0.030648179119412,0.193361161062181,0.0878553648664912,-0.0569603066157443,-0.221463111791216,0.0505880374254205,0.0859289617130165,-0.569219919196242,0.376262992756429,-0.0147374455387776,-0.231604159241542,0.182752170278917,-0.0184654840124226,-0.450023380766707,0.237874663631131,-0.390669473952841,0.009411156,0.014553582,0.010615303,0.004931541,0.049364066,0.012582102,0.024493841,0.019751556,-0.003017173,1.5,4.1,0.004578573,-0.001072837,0.007728232,-0.014033983,0.013800187,0.021089913,0.020941982,0.015999544463389,0.010738126,0.014535267,0.008100003,0.006143008,0.005428552,0.007461339,0.016293273,0.00971435,0.004297552,0.030216483,0.0184467,0.012655869,0.012471069,0.010000816,0.013622627,0.010155897,0.013898453,0.003831875,0.01706283,0.017258455,0.011969759,0.009907878,0.015237434,0.013746293,0.016833243,-0.01787452,0.012226116,0.013472928,0.012417473,0.012559183,0.003057342
65,-0.2333,0.003186694,2.19e-05,0.017882656,0.019254528,0.01174567,0.007222319,0.005472205,0.007310171,0.022238491,0.013375227,0.68,0.5867,0.000889081,-0.00356246,-0.391848078749906,-0.188673152518943,-0.332924127697063,-0.147344948464214,11,-0.0470542283860647,0.225220691283641,-0.263678638751008,0.163785466082904,-0.10396705810431,-0.0104241661367455,-0.15753519753529,0.0205598502190601,0.0162782021779237,0.0520901813772035,-0.0105809080991012,0.0280686123603437,-0.134835476897095,-0.143463235798981,0.126726477990158,-0.0443807704868656,0.149132694960584,-0.007621251971125,-0.136357371703782,0.030648179119412,-0.0569603066157443,-0.221463111791216,0.0505880374254205,0.0859289617130165,-0.569219919196242,0.376262992756429,-0.0147374455387776,-0.231604159241542,-0.051301500592531,-0.0184654840124226,0.014923451,0.020727815,0.009434218,0.021244676,-0.025405294,0.016937372,0.046263228,0.029976967,-0.011962904,1.1,-2.7,0.012972249,0.001505421,-0.032584574,0.014091901,0.018934207,-0.003070382,-0.000986013,0.0113322159776717,0.006469856,0.006718615,0.013646361,0.00600316,0.018927639,0.001851431,0.0052651,-0.020023837,0.017502785,0.004975902,-0.003499075,0.011725361,0.012001765,0.007932872,0.013220221,0.007842614,0.010129582,0.004428534,0.014889844,0.016858128,0.015664931,0.0090594,0.015353957,0.015228589,0.016968432,-0.02722852,0.0121762,0.010502982,0.014643059,0.01196425,0.005793143
66,-0.3334,0.03791458,0.003186694,2.19e-05,0.017882656,0.019254528,0.01174567,0.007222319,0.005472205,0.007310171,0.022238491,0.35,0.68,0.00243558,0.000889081,-0.224167753912494,-0.349240909686581,-0.391848078749906,-0.188673152518943,12,0.0035308005670085,0.229143099486864,-0.0470542283860647,0.225220691283641,0.0451408293794246,-0.147344948464214,-0.263678638751008,0.163785466082904,-0.10396705810431,-0.0104241661367455,-0.15753519753529,0.0205598502190601,0.0162782021779237,-0.451486652895216,0.0520901813772035,-0.0105809080991012,0.0280686123603437,-0.134835476897095,-0.143463235798981,0.126726477990158,-0.007621251971125,-0.136357371703782,0.030648179119412,-0.0569603066157443,-0.221463111791216,0.0505880374254205,0.0859289617130165,-0.569219919196242,-0.364661107729574,-0.0147374455387776,0.005602231,-0.026960183,0.015474413,0.004247908,0.019302543,0.008808152,0.01415103,0.00872705,0.009300804,1.2,0.3,0.004026799,-9.78e-05,0.02333255,0.064942122,0.007810206,0.005121434,0.001183099,0.0035825130140394,-0.002787799,0.005579936,-0.002305237,-0.011201284,0.002634502,0.013133744,-0.023829563,-0.051181699,0.007475496,0.014859799,0.010463868,0.010323613,0.010254865,0.01123739,0.011796653,0.006477031,0.015221615,0.00483013,0.007036504,0.010586636,0.014239634,0.011952899,0.01064335,0.012719277,0.010563251,-0.106412554,0.012937243,0.010627822,0.012546132,0.013108196,0.011002477
67,-0.3333,0.010005012,0.03791458,0.003186694,2.19e-05,0.017882656,0.019254528,0.01174567,0.007222319,0.005472205,0.007310171,0.4767,0.35,0.005419639,0.00243558,-1.04140141751313,0.0497689558955628,-0.224167753912494,-0.349240909686581,13,0.0805820129633824,0.0971569982050324,0.0035308005670085,0.229143099486864,0.0238697324522167,-0.188673152518943,-0.0470542283860647,0.225220691283641,0.0451408293794246,-0.147344948464214,-0.263678638751008,0.163785466082904,-0.10396705810431,-0.62082329421724,-0.0104241661367455,-0.15753519753529,0.0205598502190601,0.0162782021779237,-0.451486652895216,0.0520901813772035,-0.134835476897095,-0.143463235798981,0.126726477990158,-0.007621251971125,-0.136357371703782,0.030648179119412,-0.0569603066157443,-0.221463111791216,-0.148817494429924,0.0859289617130165,0.021153292,0.071898603,0.014894565,0.007640426,0.062928004,0.066067591,0.075615209,0.074613094,0.046875691,1.0,8.0,0.053893204,0.029540598,0.099170616,0.003168858,0.010528621,0.048271443,0.047501028,0.0484125862968451,0.03945432,0.034879653,0.022996211,0.046684269,0.037798525,0.017402961,0.039178583,0.064922852,0.015647815,0.057693562,-0.002780732,0.017951486,0.019751813,0.010811874,0.01488386,0.025939102,0.014337478,0.005086229,0.057353184,0.018913721,0.014404592,0.015181985,0.018082107,0.015701055,0.018790671,0.205443939,0.015854201,0.009947595,0.01553571,0.016380306,0.01059537
68,0.0333,0.013351929,0.010005012,0.03791458,0.003186694,2.19e-05,0.017882656,0.019254528,0.01174567,0.007222319,0.005472205,0.66,0.4767,0.000515605,0.005419639,-0.260913181725282,-0.299849591373801,-1.04140141751313,0.0497689558955628,14,-0.0709678235951658,0.140315504690693,0.0805820129633824,0.0971569982050324,-0.199217563968637,-0.349240909686581,0.0035308005670085,0.229143099486864,0.0238697324522167,-0.188673152518943,-0.0470542283860647,0.225220691283641,0.0451408293794246,-0.332924127697063,-0.147344948464214,-0.263678638751008,0.163785466082904,-0.10396705810431,-0.62082329421724,-0.0104241661367455,0.0162782021779237,-0.451486652895216,0.0520901813772035,-0.134835476897095,-0.143463235798981,0.126726477990158,-0.007621251971125,-0.136357371703782,0.193361161062181,-0.0569603066157443,0.004190265,-0.013515679,0.00718012,0.007685452,0.028719323,0.026803528,0.019316004,0.033370967,0.011742485,1.0,2.6,0.028841256,0.011469454,0.010913345,0.012987029,0.007747581,0.008999235,0.010946871,0.0111093547904747,0.008680814,0.009747267,-0.004214825,0.008385673,0.021707522,-0.008897549,-0.006052569,-0.002770342,-0.003336836,0.036052015,0.007354146,0.010296511,0.011990725,0.008559103,0.010077565,0.010863248,0.013459532,0.000511845,0.019668266,0.015843761,0.01398423,0.006706527,0.014082734,0.012726458,0.015811144,0.016295153,0.010657093,0.002692071,0.012763453,0.013711855,-0.000479189
69,-0.1333,0.001796222,0.013351929,0.010005012,0.03791458,0.003186694,2.19e-05,0.017882656,0.019254528,0.01174567,0.007222319,1.37,0.66,-2.37e-05,0.000515605,-0.454149496843933,-0.362207791907367,-0.260913181725282,-0.299849591373801,15,0.064091869529729,0.0113473086666471,-0.0709678235951658,0.140315504690693,0.0701915796719872,0.0497689558955628,0.0805820129633824,0.0971569982050324,-0.199217563968637,-0.349240909686581,0.0035308005670085,0.229143099486864,0.0238697324522167,-0.391848078749906,-0.188673152518943,-0.0470542283860647,0.225220691283641,0.0451408293794246,-0.332924127697063,-0.147344948464214,-0.10396705810431,-0.62082329421724,-0.0104241661367455,0.0162782021779237,-0.451486652895216,0.0520901813772035,-0.134835476897095,-0.143463235798981,-0.0443807704868656,-0.007621251971125,0.008037028,0.007972872,0.005261926,0.012803093,0.022862092,0.021837289,0.026535971,0.031793191,-0.001443745,1.2,3.4,0.025754948,0.00946936,0.038920337,0.013636276,0.006556883,0.018513941,0.014656139,0.0181063335669587,0.017738209,0.01679469,0.002312358,0.018856888,0.031255226,0.011843112,0.00074833,0.001338848,0.00311632,0.048614865,0.025323311,0.010278362,0.01230423,0.012339166,0.009699622,0.011774276,0.016691241,0.005104187,0.007745266,0.01133938,0.012939373,0.015428191,0.012348435,0.010832001,0.01140323,0.01914097,0.013460358,0.001091593,0.010663337,0.015024024,0.004781505
70,-0.0333,0.001068719,0.001796222,0.013351929,0.010005012,0.03791458,0.003186694,2.19e-05,0.017882656,0.019254528,0.01174567,0.4833,1.37,0.001895736,-2.37e-05,-0.150708775498206,-0.44534399554562,-0.454149496843933,-0.362207791907367,16,0.0690463139884196,0.176704331689175,0.064091869529729,0.0113473086666471,-0.0868751009856316,-0.299849591373801,-0.0709678235951658,0.140315504690693,0.0701915796719872,0.0497689558955628,0.0805820129633824,0.0971569982050324,-0.199217563968637,-0.224167753912494,-0.349240909686581,0.0035308005670085,0.229143099486864,0.0238697324522167,-0.391848078749906,-0.188673152518943,0.0451408293794246,-0.332924127697063,-0.147344948464214,-0.10396705810431,-0.62082329421724,-0.0104241661367455,0.0162782021779237,-0.451486652895216,-0.0105809080991012,-0.134835476897095,0.00516597,-0.011715974,0.010398922,0.004360252,0.001659907,0.009102045,0.035408773,0.022752956,-0.023993744,0.9,-0.6,0.004239635,-0.017158062,0.000784588,-0.002722526,0.012027504,-0.001953355,0.001255263,-0.0007296924571378,0.004227271,0.009554783,-0.003573687,-0.000933645,-0.002033637,-0.000811909,0.001762683,-0.003821506,-0.005890847,0.032381604,0.016936856,0.00873099,0.009829382,0.008915162,0.009305688,0.007245533,0.012761803,0.002450023,-0.002700272,0.012216209,0.013545181,0.010815517,0.011782857,0.010059016,0.012305032,0.019457859,0.010184214,0.003706694,0.008546119,0.012841234,0.002953077
71,-0.1667,0.007401278,0.001068719,0.001796222,0.013351929,0.010005012,0.03791458,0.003186694,2.19e-05,0.017882656,0.019254528,-0.3633,0.4833,0.006423742,0.001895736,-0.0467138729329647,-0.265460669941194,-0.150708775498206,-0.44534399554562,17,0.370239619366063,0.244236170583206,0.0690463139884196,0.176704331689175,0.183474285646515,-0.362207791907367,0.064091869529729,0.0113473086666471,-0.0868751009856316,-0.299849591373801,-0.0709678235951658,0.140315504690693,0.0701915796719872,-1.04140141751313,0.0497689558955628,0.0805820129633824,0.0971569982050324,-0.199217563968637,-0.224167753912494,-0.349240909686581,0.0238697324522167,-0.391848078749906,-0.188673152518943,0.0451408293794246,-0.332924127697063,-0.147344948464214,-0.10396705810431,-0.62082329421724,-0.15753519753529,0.0162782021779237,-0.000649576,-0.022729258,0.006159378,-0.001918287,-0.000901044,-0.005558801,-0.014358893,-0.000963964,-0.01742475,1.1,4.1,0.004919911,0.0093901,0.002602354,0.005385119,-0.009082156,0.00130266,0.001201484,-0.0009912885766732,-0.002158414,-0.006748111,-0.015175547,0.000605166,-0.006209379,0.010841234,-0.041050757,-0.09004284,-0.003817358,0.008362406,-0.001028501,0.007349247,0.00816694,0.004487767,0.006740019,0.008923857,0.007053307,0.000138501,0.027484237,0.013901223,0.01294922,0.005927198,0.011280901,0.003783966,0.01380743,0.011762898,0.00359133,0.003588868,0.002751768,0.009441281,0.003892358
72,0.1667,0.002497614,0.007401278,0.001068719,0.001796222,0.013351929,0.010005012,0.03791458,0.003186694,2.19e-05,0.017882656,0.2166,-0.3633,0.000407923,0.006423742,-0.0078178786882154,-0.324663190915938,-0.0467138729329647,-0.265460669941194,18,0.0760830600827588,0.164008542786351,0.370239619366063,0.244236170583206,0.0912976845356145,-0.44534399554562,0.0690463139884196,0.176704331689175,0.183474285646515,-0.362207791907367,0.064091869529729,0.0113473086666471,-0.0868751009856316,-0.260913181725282,-0.299849591373801,-0.0709678235951658,0.140315504690693,0.0701915796719872,-1.04140141751313,0.0497689558955628,-0.199217563968637,-0.224167753912494,-0.349240909686581,0.0238697324522167,-0.391848078749906,-0.188673152518943,0.0451408293794246,-0.332924127697063,-0.263678638751008,-0.10396705810431,0.009683926,0.027583384,0.00374426,0.011714523,-0.016984191,0.017557976,0.021939702,0.029118441,-0.012099186,0.5,0.9,0.008838338,0.003447493,0.035356332,-0.01538908,0.00453218,0.00780636,0.008810172,0.0017167470448718,-0.002802172,0.001866748,-0.013424671,-0.006741585,-0.008082431,0.005319941,-0.02792811,-0.083674455,-0.007336753,0.022404812,-0.019016046,0.005665024,0.004665964,-0.002275624,0.007237147,0.001594685,-0.001982966,-0.00277367,0.014148612,0.010631068,0.011553667,0.007010699,0.00921415,0.0003021,0.010357576,0.019193143,0.003469117,0.010257138,-0.002597413,0.006896211,0.012055156
